componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (30 g),codigo_alimento,nome_alimento
Energia,kJ,2302,690,BRC0185K,Nome não encontrado
Energia,kcal,552,165,BRC0185K,Nome não encontrado
Umidade,g,"1,21","0,36",BRC0185K,Nome não encontrado
Carboidrato total,g,"53,7","16,1",BRC0185K,Nome não encontrado
Carboidrato disponível,g,"51,5","15,4",BRC0185K,Nome não encontrado
Proteína,g,"9,02","2,71",BRC0185K,Nome não encontrado
Lipídios,g,"33,9","10,2",BRC0185K,Nome não encontrado
Fibra alimentar,g,"2,24","0,67",BRC0185K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0185K,Nome não encontrado
Cinzas,g,"2,11","0,63",BRC0185K,Nome não encontrado
Colesterol,mg,"14,3","4,29",BRC0185K,Nome não encontrado
Ácidos graxos saturados,g,"16,6","4,98",BRC0185K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"13,0","3,90",BRC0185K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,91","0,87",BRC0185K,Nome não encontrado
Ácidos graxos trans,g,"0,23","0,07",BRC0185K,Nome não encontrado
Cálcio,mg,173,"52,1",BRC0185K,Nome não encontrado
Ferro,mg,"1,88","0,56",BRC0185K,Nome não encontrado
Sódio,mg,114,"34,3",BRC0185K,Nome não encontrado
Magnésio,mg,"81,3","24,4",BRC0185K,Nome não encontrado
Fósforo,mg,219,"65,9",BRC0185K,Nome não encontrado
Potássio,mg,338,101,BRC0185K,Nome não encontrado
Manganês,mg,"0,51","0,15",BRC0185K,Nome não encontrado
Zinco,mg,"1,10","0,33",BRC0185K,Nome não encontrado
Cobre,mg,"0,37","0,11",BRC0185K,Nome não encontrado
Selênio,mcg,"3,84","1,15",BRC0185K,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0185K,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0185K,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0185K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,22","0,37",BRC0185K,Nome não encontrado
Tiamina,mg,"0,06","0,02",BRC0185K,Nome não encontrado
Riboflavina,mg,"0,18","0,06",BRC0185K,Nome não encontrado
Niacina,mg,"1,66","0,50",BRC0185K,Nome não encontrado
Vitamina B6,mg,"0,53","0,16",BRC0185K,Nome não encontrado
Vitamina B12,mcg,"0,64","0,19",BRC0185K,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0185K,Nome não encontrado
Equivalente de folato,mcg,"24,0","7,20",BRC0185K,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0185K,Nome não encontrado
Açúcar de adição,g,,,BRC0185K,Nome não encontrado
Gordura de adição,g,-,-,BRC0185K,Nome não encontrado
Proteína vegetal,g,-,-,BRC0185K,Nome não encontrado
Proteína animal,g,-,-,BRC0185K,Nome não encontrado
