componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (30 g),codigo_alimento,nome_alimento
Energia,kJ,509,152,BRC0066N,Nome não encontrado
Energia,kcal,121,36,BRC0066N,Nome não encontrado
Umidade,g,"69,9","21,0",BRC0066N,Nome não encontrado
Carboidrato total,g,"8,40","2,52",BRC0066N,Nome não encontrado
Carboidrato disponível,g,"8,30","2,49",BRC0066N,Nome não encontrado
Proteína,g,"15,5","4,65",BRC0066N,Nome não encontrado
Lipídios,g,"2,80","0,84",BRC0066N,Nome não encontrado
Fibra alimentar,g,"0,10","0,03",BRC0066N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0066N,Nome não encontrado
Cinzas,g,"3,40","1,02",BRC0066N,Nome não encontrado
Colesterol,mg,"44,0","13,2",BRC0066N,Nome não encontrado
Ácidos graxos saturados,g,"0,97","0,29",BRC0066N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,19","0,36",BRC0066N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,36","0,11",BRC0066N,Nome não encontrado
Ácidos graxos trans,g,,,BRC0066N,Nome não encontrado
Cálcio,mg,"12,0","3,60",BRC0066N,Nome não encontrado
Ferro,mg,"0,91","0,27",BRC0066N,Nome não encontrado
Sódio,mg,983,294,BRC0066N,Nome não encontrado
Magnésio,mg,"18,0","5,40",BRC0066N,Nome não encontrado
Fósforo,mg,155,"46,5",BRC0066N,Nome não encontrado
Potássio,mg,261,"78,3",BRC0066N,Nome não encontrado
Manganês,mg,,,BRC0066N,Nome não encontrado
Zinco,mg,"1,93","0,58",BRC0066N,Nome não encontrado
Cobre,mg,"0,06","0,02",BRC0066N,Nome não encontrado
Selênio,mcg,"22,2","6,66",BRC0066N,Nome não encontrado
Vitamina A (RE),mcg,"1,00","0,30",BRC0066N,Nome não encontrado
Vitamina A (RAE),mcg,"1,00","0,30",BRC0066N,Nome não encontrado
Vitamina D,mcg,"0,10","0,03",BRC0066N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,20","0,06",BRC0066N,Nome não encontrado
Tiamina,mg,"0,30","0,09",BRC0066N,Nome não encontrado
Riboflavina,mg,"0,17","0,05",BRC0066N,Nome não encontrado
Niacina,mg,"3,16","0,95",BRC0066N,Nome não encontrado
Vitamina B6,mg,"0,27","0,08",BRC0066N,Nome não encontrado
Vitamina B12,mcg,"0,54","0,16",BRC0066N,Nome não encontrado
Vitamina C,mg,"0,40","0,12",BRC0066N,Nome não encontrado
Equivalente de folato,mcg,"3,00","0,90",BRC0066N,Nome não encontrado
Sal de adição,g,,,BRC0066N,Nome não encontrado
Açúcar de adição,g,,,BRC0066N,Nome não encontrado
Gordura de adição,g,,,BRC0066N,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0066N,Nome não encontrado
Proteína animal,g,"15,5","4,65",BRC0066N,Nome não encontrado
