componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,337,84,BRC0405A,Nome não encontrado
Energia,kcal,80,19,BRC0405A,Nome não encontrado
Umidade,g,"77,8","19,4",BRC0405A,Nome não encontrado
Carboidrato total,g,"18,6","4,65",BRC0405A,Nome não encontrado
Carboidrato disponível,g,"14,1","3,52",BRC0405A,Nome não encontrado
Proteína,g,"3,08","0,77",BRC0405A,Nome não encontrado
Lipídios,g,"0,24","0,06",BRC0405A,Nome não encontrado
Fibra alimentar,g,"4,50","1,13",BRC0405A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0405A,Nome não encontrado
Cinzas,g,"0,34","0,09",BRC0405A,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0405A,Nome não encontrado
Ácidos graxos saturados,g,"0,04","0,01",BRC0405A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,03","0,01",BRC0405A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,10","0,02",BRC0405A,Nome não encontrado
Ácidos graxos trans,g,,,BRC0405A,Nome não encontrado
Cálcio,mg,"10,00","2,50",BRC0405A,Nome não encontrado
Ferro,mg,"0,96","0,24",BRC0405A,Nome não encontrado
Sódio,mg,"5,00","1,25",BRC0405A,Nome não encontrado
Magnésio,mg,"32,0","8,00",BRC0405A,Nome não encontrado
Fósforo,mg,"40,0","10,00",BRC0405A,Nome não encontrado
Potássio,mg,"68,0","17,0",BRC0405A,Nome não encontrado
Manganês,mg,"0,61","0,15",BRC0405A,Nome não encontrado
Zinco,mg,"0,57","0,14",BRC0405A,Nome não encontrado
Cobre,mg,"0,08","0,02",BRC0405A,Nome não encontrado
Selênio,mcg,,,BRC0405A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0405A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0405A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0405A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,01","0,00",BRC0405A,Nome não encontrado
Tiamina,mg,"0,57","0,14",BRC0405A,Nome não encontrado
Riboflavina,mg,"0,03","0,01",BRC0405A,Nome não encontrado
Niacina,mg,"1,00","0,25",BRC0405A,Nome não encontrado
Vitamina B6,mg,"0,08","0,02",BRC0405A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0405A,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0405A,Nome não encontrado
Equivalente de folato,mcg,"18,0","4,50",BRC0405A,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0405A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0405A,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0405A,Nome não encontrado
Proteína vegetal,g,"3,08","0,77",BRC0405A,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0405A,Nome não encontrado
