componente,unidade,Valor por 100g,Colher servir cheia (60 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,449,269,179,BRC0868B,Nome não encontrado
Energia,kcal,107,64,42,BRC0868B,Nome não encontrado
Umidade,g,"76,7","46,0","30,7",BRC0868B,Nome não encontrado
Carboidrato total,g,"16,7","10,0","6,68",BRC0868B,Nome não encontrado
Carboidrato disponível,g,"15,2","9,12","6,08",BRC0868B,Nome não encontrado
Proteína,g,"1,04","0,62","0,41",BRC0868B,Nome não encontrado
Lipídios,g,"4,36","2,62","1,74",BRC0868B,Nome não encontrado
Fibra alimentar,g,"1,49","0,90","0,60",BRC0868B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0868B,Nome não encontrado
Cinzas,g,"1,20","0,72","0,48",BRC0868B,Nome não encontrado
Colesterol,mg,"10,9","6,56","4,37",BRC0868B,Nome não encontrado
Ácidos graxos saturados,g,"2,57","1,54","1,03",BRC0868B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,12","0,67","0,45",BRC0868B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,10","0,06","0,04",BRC0868B,Nome não encontrado
Ácidos graxos trans,g,"0,13","0,08","0,05",BRC0868B,Nome não encontrado
Cálcio,mg,"21,1","12,6","8,43",BRC0868B,Nome não encontrado
Ferro,mg,"0,37","0,22","0,15",BRC0868B,Nome não encontrado
Sódio,mg,196,117,"78,4",BRC0868B,Nome não encontrado
Magnésio,mg,"7,48","4,49","2,99",BRC0868B,Nome não encontrado
Fósforo,mg,"33,6","20,1","13,4",BRC0868B,Nome não encontrado
Potássio,mg,233,139,"93,3",BRC0868B,Nome não encontrado
Manganês,mg,"0,19","0,11","0,07",BRC0868B,Nome não encontrado
Zinco,mg,"0,36","0,22","0,14",BRC0868B,Nome não encontrado
Cobre,mg,"0,13","0,08","0,05",BRC0868B,Nome não encontrado
Selênio,mcg,"0,80","0,48","0,32",BRC0868B,Nome não encontrado
Vitamina A (RE),mcg,"61,2","36,7","24,5",BRC0868B,Nome não encontrado
Vitamina A (RAE),mcg,"55,9","33,6","22,4",BRC0868B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0868B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,22","0,13","0,09",BRC0868B,Nome não encontrado
Tiamina,mg,"0,06","0,03","0,02",BRC0868B,Nome não encontrado
Riboflavina,mg,"0,02","0,01","0,01",BRC0868B,Nome não encontrado
Niacina,mg,"1,84","1,10","0,73",BRC0868B,Nome não encontrado
Vitamina B6,mg,"0,00","0,00","0,00",BRC0868B,Nome não encontrado
Vitamina B12,mcg,"0,05","0,03","0,02",BRC0868B,Nome não encontrado
Vitamina C,mg,"14,5","8,72","5,81",BRC0868B,Nome não encontrado
Equivalente de folato,mcg,"6,56","3,94","2,63",BRC0868B,Nome não encontrado
Sal de adição,g,"0,47","0,28","0,19",BRC0868B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0868B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0868B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0868B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0868B,Nome não encontrado
