componente,unidade,Valor por 100g,Porção Média (110 g),codigo_alimento,nome_alimento
Energia,kJ,1076,1183,BRC0167F,Nome não encontrado
Energia,kcal,257,283,BRC0167F,Nome não encontrado
Umidade,g,"51,3","56,4",BRC0167F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0167F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0167F,Nome não encontrado
Proteína,g,"33,1","36,4",BRC0167F,Nome não encontrado
Lipídios,g,"13,9","15,3",BRC0167F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0167F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0167F,Nome não encontrado
Cinzas,g,"1,45","1,59",BRC0167F,Nome não encontrado
Colesterol,mg,109,120,BRC0167F,Nome não encontrado
Ácidos graxos saturados,g,"4,80","5,28",BRC0167F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"6,40","7,04",BRC0167F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,90","2,09",BRC0167F,Nome não encontrado
Ácidos graxos trans,g,,,BRC0167F,Nome não encontrado
Cálcio,mg,"17,6","19,3",BRC0167F,Nome não encontrado
Ferro,mg,"1,25","1,38",BRC0167F,Nome não encontrado
Sódio,mg,"62,4","68,6",BRC0167F,Nome não encontrado
Magnésio,mg,"27,3","30,1",BRC0167F,Nome não encontrado
Fósforo,mg,247,271,BRC0167F,Nome não encontrado
Potássio,mg,395,434,BRC0167F,Nome não encontrado
Manganês,mg,"0,01","0,01",BRC0167F,Nome não encontrado
Zinco,mg,"3,26","3,58",BRC0167F,Nome não encontrado
Cobre,mg,"0,09","0,10",BRC0167F,Nome não encontrado
Selênio,mcg,,,BRC0167F,Nome não encontrado
Vitamina A (RE),mcg,traços,traços,BRC0167F,Nome não encontrado
Vitamina A (RAE),mcg,traços,traços,BRC0167F,Nome não encontrado
Vitamina D,mcg,"0,63","0,69",BRC0167F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,17","0,19",BRC0167F,Nome não encontrado
Tiamina,mg,"0,77","0,85",BRC0167F,Nome não encontrado
Riboflavina,mg,"0,09","0,10",BRC0167F,Nome não encontrado
Niacina,mg,"6,57","7,22",BRC0167F,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0167F,Nome não encontrado
Vitamina B12,mcg,"0,77","0,84",BRC0167F,Nome não encontrado
Vitamina C,mg,"0,34","0,37",BRC0167F,Nome não encontrado
Equivalente de folato,mcg,"11,3","12,4",BRC0167F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0167F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0167F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0167F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0167F,Nome não encontrado
Proteína animal,g,"32,1","35,3",BRC0167F,Nome não encontrado
