componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (30 g),codigo_alimento,nome_alimento
Energia,kJ,1477,443,BRC0136G,Nome não encontrado
Energia,kcal,356,106,BRC0136G,Nome não encontrado
Umidade,g,"41,5","12,4",BRC0136G,Nome não encontrado
Carboidrato total,g,"2,22","0,67",BRC0136G,Nome não encontrado
Carboidrato disponível,g,"2,22","0,67",BRC0136G,Nome não encontrado
Proteína,g,"24,9","7,48",BRC0136G,Nome não encontrado
Lipídios,g,"27,4","8,23",BRC0136G,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0136G,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0136G,Nome não encontrado
Cinzas,g,"3,94","1,18",BRC0136G,Nome não encontrado
Colesterol,mg,114,"34,2",BRC0136G,Nome não encontrado
Ácidos graxos saturados,g,"17,6","5,28",BRC0136G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"7,75","2,32",BRC0136G,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,66","0,20",BRC0136G,Nome não encontrado
Ácidos graxos trans,g,,,BRC0136G,Nome não encontrado
Cálcio,mg,700,210,BRC0136G,Nome não encontrado
Ferro,mg,"0,24","0,07",BRC0136G,Nome não encontrado
Sódio,mg,819,245,BRC0136G,Nome não encontrado
Magnésio,mg,"29,0","8,70",BRC0136G,Nome não encontrado
Fósforo,mg,546,163,BRC0136G,Nome não encontrado
Potássio,mg,121,"36,3",BRC0136G,Nome não encontrado
Manganês,mg,"0,01","0,00",BRC0136G,Nome não encontrado
Zinco,mg,"3,90","1,17",BRC0136G,Nome não encontrado
Cobre,mg,"0,04","0,01",BRC0136G,Nome não encontrado
Selênio,mcg,"14,5","4,35",BRC0136G,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0136G,Nome não encontrado
Vitamina A (RAE),mcg,165,"49,5",BRC0136G,Nome não encontrado
Vitamina D,mcg,"0,50","0,15",BRC0136G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,24","0,07",BRC0136G,Nome não encontrado
Tiamina,mg,"0,03","0,01",BRC0136G,Nome não encontrado
Riboflavina,mg,"0,33","0,10",BRC0136G,Nome não encontrado
Niacina,mg,"0,06","0,02",BRC0136G,Nome não encontrado
Vitamina B6,mg,"0,08","0,02",BRC0136G,Nome não encontrado
Vitamina B12,mcg,"1,54","0,46",BRC0136G,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0136G,Nome não encontrado
Equivalente de folato,mcg,"21,0","6,30",BRC0136G,Nome não encontrado
Sal de adição,g,,,BRC0136G,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0136G,Nome não encontrado
Gordura de adição,g,,,BRC0136G,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0136G,Nome não encontrado
Proteína animal,g,"24,9","7,48",BRC0136G,Nome não encontrado
