componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,1405,BRC0225K,Nome não encontrado
Energia,kcal,332,BRC0225K,Nome não encontrado
Umidade,g,"22,3",BRC0225K,Nome não encontrado
Carboidrato total,g,"67,5",BRC0225K,Nome não encontrado
Carboidrato disponível,g,"65,7",BRC0225K,Nome não encontrado
Proteína,g,"2,83",BRC0225K,Nome não encontrado
Lipídios,g,"6,10",BRC0225K,Nome não encontrado
Fibra alimentar,g,"1,78",BRC0225K,Nome não encontrado
Álcool,g,"0,00",BRC0225K,Nome não encontrado
Cinzas,g,"1,33",BRC0225K,Nome não encontrado
Colesterol,mg,"23,7",BRC0225K,Nome não encontrado
Ácidos graxos saturados,g,"3,72",BRC0225K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,76",BRC0225K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,32",BRC0225K,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC0225K,Nome não encontrado
Cálcio,mg,147,BRC0225K,Nome não encontrado
Ferro,mg,"0,86",BRC0225K,Nome não encontrado
Sódio,mg,"68,1",BRC0225K,Nome não encontrado
Magnésio,mg,"28,0",BRC0225K,Nome não encontrado
Fósforo,mg,195,BRC0225K,Nome não encontrado
Potássio,mg,402,BRC0225K,Nome não encontrado
Manganês,mg,"0,58",BRC0225K,Nome não encontrado
Zinco,mg,"0,55",BRC0225K,Nome não encontrado
Cobre,mg,"0,09",BRC0225K,Nome não encontrado
Selênio,mcg,"0,08",BRC0225K,Nome não encontrado
Vitamina A (RE),mcg,"79,9",BRC0225K,Nome não encontrado
Vitamina A (RAE),mcg,"70,2",BRC0225K,Nome não encontrado
Vitamina D,mcg,"0,00",BRC0225K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00",BRC0225K,Nome não encontrado
Tiamina,mg,"0,02",BRC0225K,Nome não encontrado
Riboflavina,mg,"0,26",BRC0225K,Nome não encontrado
Niacina,mg,"0,58",BRC0225K,Nome não encontrado
Vitamina B6,mg,"0,06",BRC0225K,Nome não encontrado
Vitamina B12,mcg,"0,16",BRC0225K,Nome não encontrado
Vitamina C,mg,"1,45",BRC0225K,Nome não encontrado
Equivalente de folato,mcg,"6,50",BRC0225K,Nome não encontrado
Sal de adição,g,"0,00",BRC0225K,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0225K,Nome não encontrado
Gordura de adição,g,-,BRC0225K,Nome não encontrado
Proteína vegetal,g,-,BRC0225K,Nome não encontrado
Proteína animal,g,-,BRC0225K,Nome não encontrado
