componente,unidade,Valor por 100g,Colher sopa cheia (22 g),Colher sopa rasa (14 g),codigo_alimento,nome_alimento
Energia,kJ,1270,279,177,BRC0004T,Nome não encontrado
Energia,kcal,302,66,42,BRC0004T,Nome não encontrado
Umidade,g,"12,7","2,79","1,78",BRC0004T,Nome não encontrado
Carboidrato total,g,"61,9","13,6","8,66",BRC0004T,Nome não encontrado
Carboidrato disponível,g,"38,3","8,42","5,36",BRC0004T,Nome não encontrado
Proteína,g,"20,2","4,45","2,83",BRC0004T,Nome não encontrado
Lipídios,g,"2,37","0,52","0,33",BRC0004T,Nome não encontrado
Fibra alimentar,g,"23,6","5,19","3,30",BRC0004T,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0004T,Nome não encontrado
Cinzas,g,"2,88","0,63","0,40",BRC0004T,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0004T,Nome não encontrado
Ácidos graxos saturados,g,"0,70","0,15","0,10",BRC0004T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,20","0,04","0,03",BRC0004T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,90","0,20","0,13",BRC0004T,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0004T,Nome não encontrado
Cálcio,mg,"99,9","22,0","14,0",BRC0004T,Nome não encontrado
Ferro,mg,"5,53","1,22","0,77",BRC0004T,Nome não encontrado
Sódio,mg,"10,3","2,27","1,44",BRC0004T,Nome não encontrado
Magnésio,mg,178,"39,2","25,0",BRC0004T,Nome não encontrado
Fósforo,mg,399,"88,0","56,0",BRC0004T,Nome não encontrado
Potássio,mg,1165,256,163,BRC0004T,Nome não encontrado
Manganês,mg,"1,37","0,30","0,19",BRC0004T,Nome não encontrado
Zinco,mg,"3,73","0,82","0,52",BRC0004T,Nome não encontrado
Cobre,mg,"0,70","0,15","0,10",BRC0004T,Nome não encontrado
Selênio,mcg,"8,92","1,96","1,25",BRC0004T,Nome não encontrado
Vitamina A (RE),mcg,,,,BRC0004T,Nome não encontrado
Vitamina A (RAE),mcg,,,,BRC0004T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0004T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,73","0,16","0,10",BRC0004T,Nome não encontrado
Tiamina,mg,"0,14","0,03","0,02",BRC0004T,Nome não encontrado
Riboflavina,mg,"0,03","0,01","0,00",BRC0004T,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0004T,Nome não encontrado
Vitamina B6,mg,"0,26","0,06","0,04",BRC0004T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0004T,Nome não encontrado
Vitamina C,mg,traços,traços,traços,BRC0004T,Nome não encontrado
Equivalente de folato,mcg,627,138,"87,9",BRC0004T,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0004T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0004T,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0004T,Nome não encontrado
Proteína vegetal,g,"20,2","4,45","2,83",BRC0004T,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0004T,Nome não encontrado
