componente,unidade,Valor por 100g,Colher sopa cheia (30 g),codigo_alimento,nome_alimento
Energia,kJ,2203,660,BRC0128K,Nome não encontrado
Energia,kcal,528,158,BRC0128K,Nome não encontrado
Umidade,g,"1,07","0,32",BRC0128K,Nome não encontrado
Carboidrato total,g,"62,4","18,7",BRC0128K,Nome não encontrado
Carboidrato disponível,g,"57,0","17,1",BRC0128K,Nome não encontrado
Proteína,g,"5,41","1,62",BRC0128K,Nome não encontrado
Lipídios,g,"29,7","8,92",BRC0128K,Nome não encontrado
Fibra alimentar,g,"5,40","1,62",BRC0128K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0128K,Nome não encontrado
Cinzas,g,"1,44","0,43",BRC0128K,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0128K,Nome não encontrado
Ácidos graxos saturados,g,"28,4","8,53",BRC0128K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0128K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0128K,Nome não encontrado
Ácidos graxos trans,g,,,BRC0128K,Nome não encontrado
Cálcio,mg,108,"32,4",BRC0128K,Nome não encontrado
Ferro,mg,"4,38","1,31",BRC0128K,Nome não encontrado
Sódio,mg,"41,0","12,3",BRC0128K,Nome não encontrado
Magnésio,mg,"64,0","19,2",BRC0128K,Nome não encontrado
Fósforo,mg,152,"45,6",BRC0128K,Nome não encontrado
Potássio,mg,407,122,BRC0128K,Nome não encontrado
Manganês,mg,"0,87","0,26",BRC0128K,Nome não encontrado
Zinco,mg,"1,06","0,32",BRC0128K,Nome não encontrado
Cobre,mg,"0,47","0,14",BRC0128K,Nome não encontrado
Selênio,mcg,"3,60","1,08",BRC0128K,Nome não encontrado
Vitamina A (RE),mcg,"1,00","0,30",BRC0128K,Nome não encontrado
Vitamina A (RAE),mcg,"1,00","0,30",BRC0128K,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0128K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"4,96","1,49",BRC0128K,Nome não encontrado
Tiamina,mg,"0,09","0,03",BRC0128K,Nome não encontrado
Riboflavina,mg,"0,17","0,05",BRC0128K,Nome não encontrado
Niacina,mg,"0,43","0,13",BRC0128K,Nome não encontrado
Vitamina B6,mg,"0,08","0,02",BRC0128K,Nome não encontrado
Vitamina B12,mcg,"0,27","0,08",BRC0128K,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0128K,Nome não encontrado
Equivalente de folato,mcg,"14,0","4,20",BRC0128K,Nome não encontrado
Sal de adição,g,,,BRC0128K,Nome não encontrado
Açúcar de adição,g,,,BRC0128K,Nome não encontrado
Gordura de adição,g,,,BRC0128K,Nome não encontrado
Proteína vegetal,g,,,BRC0128K,Nome não encontrado
Proteína animal,g,,,BRC0128K,Nome não encontrado
