componente,unidade,Valor por 100g,Colher sopa cheia (20 g),codigo_alimento,nome_alimento
Energia,kJ,111,22,BRC0914B,Nome não encontrado
Energia,kcal,26,5,BRC0914B,Nome não encontrado
Umidade,g,"91,5","18,3",BRC0914B,Nome não encontrado
Carboidrato total,g,"2,95","0,59",BRC0914B,Nome não encontrado
Carboidrato disponível,g,"0,68","0,14",BRC0914B,Nome não encontrado
Proteína,g,"3,63","0,73",BRC0914B,Nome não encontrado
Lipídios,g,"0,52","0,10",BRC0914B,Nome não encontrado
Fibra alimentar,g,"2,27","0,45",BRC0914B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0914B,Nome não encontrado
Cinzas,g,"1,44","0,29",BRC0914B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0914B,Nome não encontrado
Ácidos graxos saturados,g,"0,14","0,03",BRC0914B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,04","0,01",BRC0914B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,18","0,04",BRC0914B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0914B,Nome não encontrado
Cálcio,mg,141,"28,3",BRC0914B,Nome não encontrado
Ferro,mg,"1,72","0,34",BRC0914B,Nome não encontrado
Sódio,mg,137,"27,4",BRC0914B,Nome não encontrado
Magnésio,mg,"16,6","3,31",BRC0914B,Nome não encontrado
Fósforo,mg,"62,0","12,4",BRC0914B,Nome não encontrado
Potássio,mg,140,"28,0",BRC0914B,Nome não encontrado
Manganês,mg,"0,25","0,05",BRC0914B,Nome não encontrado
Zinco,mg,"0,66","0,13",BRC0914B,Nome não encontrado
Cobre,mg,"0,15","0,03",BRC0914B,Nome não encontrado
Selênio,mcg,"0,21","0,04",BRC0914B,Nome não encontrado
Vitamina A (RE),mcg,463,"92,7",BRC0914B,Nome não encontrado
Vitamina A (RAE),mcg,231,"46,4",BRC0914B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0914B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"5,16","1,03",BRC0914B,Nome não encontrado
Tiamina,mg,"0,09","0,02",BRC0914B,Nome não encontrado
Riboflavina,mg,"0,20","0,04",BRC0914B,Nome não encontrado
Niacina,mg,"1,06","0,21",BRC0914B,Nome não encontrado
Vitamina B6,mg,"0,08","0,02",BRC0914B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0914B,Nome não encontrado
Vitamina C,mg,"32,7","6,55",BRC0914B,Nome não encontrado
Equivalente de folato,mcg,"7,59","1,52",BRC0914B,Nome não encontrado
Sal de adição,g,"0,32","0,06",BRC0914B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0914B,Nome não encontrado
Gordura de adição,g,-,-,BRC0914B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0914B,Nome não encontrado
Proteína animal,g,-,-,BRC0914B,Nome não encontrado
