componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (25 g),codigo_alimento,nome_alimento
Energia,kJ,979,244,BRC0086N,Nome não encontrado
Energia,kcal,231,57,BRC0086N,Nome não encontrado
Umidade,g,"38,6","9,65",BRC0086N,Nome não encontrado
Carboidrato total,g,"46,5","11,6",BRC0086N,Nome não encontrado
Carboidrato disponível,g,"41,9","10,5",BRC0086N,Nome não encontrado
Proteína,g,"12,1","3,04",BRC0086N,Nome não encontrado
Lipídios,g,"0,64","0,16",BRC0086N,Nome não encontrado
Fibra alimentar,g,"4,53","1,13",BRC0086N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0086N,Nome não encontrado
Cinzas,g,"2,16","0,54",BRC0086N,Nome não encontrado
Colesterol,mg,,,BRC0086N,Nome não encontrado
Ácidos graxos saturados,g,"0,12","0,03",BRC0086N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,14","0,04",BRC0086N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,19","0,05",BRC0086N,Nome não encontrado
Ácidos graxos trans,g,,,BRC0086N,Nome não encontrado
Cálcio,mg,123,"31,0",BRC0086N,Nome não encontrado
Ferro,mg,"2,81","0,70",BRC0086N,Nome não encontrado
Sódio,mg,476,119,BRC0086N,Nome não encontrado
Magnésio,mg,"56,8","14,2",BRC0086N,Nome não encontrado
Fósforo,mg,181,"45,5",BRC0086N,Nome não encontrado
Potássio,mg,153,"38,3",BRC0086N,Nome não encontrado
Manganês,mg,"1,52","0,38",BRC0086N,Nome não encontrado
Zinco,mg,"1,49","0,37",BRC0086N,Nome não encontrado
Cobre,mg,"0,14","0,03",BRC0086N,Nome não encontrado
Selênio,mcg,,,BRC0086N,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0086N,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0086N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0086N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,49","0,12",BRC0086N,Nome não encontrado
Tiamina,mg,"0,07","0,02",BRC0086N,Nome não encontrado
Riboflavina,mg,"0,04","0,01",BRC0086N,Nome não encontrado
Niacina,mg,traços,traços,BRC0086N,Nome não encontrado
Vitamina B6,mg,"0,14","0,03",BRC0086N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0086N,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0086N,Nome não encontrado
Equivalente de folato,mcg,"42,3","10,6",BRC0086N,Nome não encontrado
Sal de adição,g,,,BRC0086N,Nome não encontrado
Açúcar de adição,g,,,BRC0086N,Nome não encontrado
Gordura de adição,g,,,BRC0086N,Nome não encontrado
Proteína vegetal,g,,,BRC0086N,Nome não encontrado
Proteína animal,g,,,BRC0086N,Nome não encontrado
