componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,308,169,BRC0387N,Nome não encontrado
Energia,kcal,75,41,BRC0387N,Nome não encontrado
Umidade,g,"81,4","44,8",BRC0387N,Nome não encontrado
Carboidrato total,g,"4,38","2,41",BRC0387N,Nome não encontrado
Carboidrato disponível,g,"2,78","1,53",BRC0387N,Nome não encontrado
Proteína,g,"12,2","6,72",BRC0387N,Nome não encontrado
Lipídios,g,"1,34","0,74",BRC0387N,Nome não encontrado
Fibra alimentar,g,"1,60","0,88",BRC0387N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0387N,Nome não encontrado
Cinzas,g,"0,63","0,35",BRC0387N,Nome não encontrado
Colesterol,mg,"31,7","17,4",BRC0387N,Nome não encontrado
Ácidos graxos saturados,g,"0,42","0,23",BRC0387N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,45","0,25",BRC0387N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,29","0,16",BRC0387N,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC0387N,Nome não encontrado
Cálcio,mg,"7,86","4,32",BRC0387N,Nome não encontrado
Ferro,mg,"0,32","0,18",BRC0387N,Nome não encontrado
Sódio,mg,"13,5","7,41",BRC0387N,Nome não encontrado
Magnésio,mg,"10,1","5,54",BRC0387N,Nome não encontrado
Fósforo,mg,103,"56,8",BRC0387N,Nome não encontrado
Potássio,mg,152,"83,6",BRC0387N,Nome não encontrado
Manganês,mg,"0,10","0,05",BRC0387N,Nome não encontrado
Zinco,mg,"0,50","0,28",BRC0387N,Nome não encontrado
Cobre,mg,"0,04","0,02",BRC0387N,Nome não encontrado
Selênio,mcg,"4,53","2,49",BRC0387N,Nome não encontrado
Vitamina A (RE),mcg,143,"79,2",BRC0387N,Nome não encontrado
Vitamina A (RAE),mcg,"72,2","39,7",BRC0387N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0387N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,91","1,05",BRC0387N,Nome não encontrado
Tiamina,mg,"0,07","0,04",BRC0387N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0387N,Nome não encontrado
Niacina,mg,"2,82","1,55",BRC0387N,Nome não encontrado
Vitamina B6,mg,"0,03","0,01",BRC0387N,Nome não encontrado
Vitamina B12,mcg,"0,05","0,03",BRC0387N,Nome não encontrado
Vitamina C,mg,"2,58","1,42",BRC0387N,Nome não encontrado
Equivalente de folato,mcg,"9,29","5,11",BRC0387N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0387N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0387N,Nome não encontrado
Gordura de adição,g,-,-,BRC0387N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0387N,Nome não encontrado
Proteína animal,g,-,-,BRC0387N,Nome não encontrado
