componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,1901,BRC0263T,Nome não encontrado
Energia,kcal,455,BRC0263T,Nome não encontrado
Umidade,g,"10,4",BRC0263T,Nome não encontrado
Carboidrato total,g,"47,2",BRC0263T,Nome não encontrado
Carboidrato disponível,g,"42,1",BRC0263T,Nome não encontrado
Proteína,g,"16,6",BRC0263T,Nome não encontrado
Lipídios,g,"23,2",BRC0263T,Nome não encontrado
Fibra alimentar,g,"5,11",BRC0263T,Nome não encontrado
Álcool,g,"0,00",BRC0263T,Nome não encontrado
Cinzas,g,"2,59",BRC0263T,Nome não encontrado
Colesterol,mg,"2,19",BRC0263T,Nome não encontrado
Ácidos graxos saturados,g,"4,64",BRC0263T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"12,2",BRC0263T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"6,03",BRC0263T,Nome não encontrado
Ácidos graxos trans,g,"0,07",BRC0263T,Nome não encontrado
Cálcio,mg,"36,0",BRC0263T,Nome não encontrado
Ferro,mg,"3,10",BRC0263T,Nome não encontrado
Sódio,mg,562,BRC0263T,Nome não encontrado
Magnésio,mg,"81,1",BRC0263T,Nome não encontrado
Fósforo,mg,171,BRC0263T,Nome não encontrado
Potássio,mg,307,BRC0263T,Nome não encontrado
Manganês,mg,"1,06",BRC0263T,Nome não encontrado
Zinco,mg,"1,25",BRC0263T,Nome não encontrado
Cobre,mg,"0,35",BRC0263T,Nome não encontrado
Selênio,mcg,"2,47",BRC0263T,Nome não encontrado
Vitamina A (RE),mcg,"9,06",BRC0263T,Nome não encontrado
Vitamina A (RAE),mcg,"8,94",BRC0263T,Nome não encontrado
Vitamina D,mcg,"0,00",BRC0263T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,16",BRC0263T,Nome não encontrado
Tiamina,mg,"0,17",BRC0263T,Nome não encontrado
Riboflavina,mg,traços,BRC0263T,Nome não encontrado
Niacina,mg,"3,50",BRC0263T,Nome não encontrado
Vitamina B6,mg,"0,09",BRC0263T,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC0263T,Nome não encontrado
Vitamina C,mg,"0,00",BRC0263T,Nome não encontrado
Equivalente de folato,mcg,155,BRC0263T,Nome não encontrado
Sal de adição,g,"8,20",BRC0263T,Nome não encontrado
Açúcar de adição,g,"0,45",BRC0263T,Nome não encontrado
Gordura de adição,g,-,BRC0263T,Nome não encontrado
Proteína vegetal,g,-,BRC0263T,Nome não encontrado
Proteína animal,g,-,BRC0263T,Nome não encontrado
