componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,1781,BRC0418A,Nome não encontrado
Energia,kcal,427,BRC0418A,Nome não encontrado
Umidade,g,"22,1",BRC0418A,Nome não encontrado
Carboidrato total,g,"44,1",BRC0418A,Nome não encontrado
Carboidrato disponível,g,"42,2",BRC0418A,Nome não encontrado
Proteína,g,"7,14",BRC0418A,Nome não encontrado
Lipídios,g,"25,0",BRC0418A,Nome não encontrado
Fibra alimentar,g,"1,86",BRC0418A,Nome não encontrado
Álcool,g,"0,00",BRC0418A,Nome não encontrado
Cinzas,g,"1,63",BRC0418A,Nome não encontrado
Colesterol,mg,"57,3",BRC0418A,Nome não encontrado
Ácidos graxos saturados,g,"14,5",BRC0418A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"6,27",BRC0418A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,69",BRC0418A,Nome não encontrado
Ácidos graxos trans,g,"1,12",BRC0418A,Nome não encontrado
Cálcio,mg,"12,8",BRC0418A,Nome não encontrado
Ferro,mg,"3,14",BRC0418A,Nome não encontrado
Sódio,mg,652,BRC0418A,Nome não encontrado
Magnésio,mg,"18,2",BRC0418A,Nome não encontrado
Fósforo,mg,"79,2",BRC0418A,Nome não encontrado
Potássio,mg,111,BRC0418A,Nome não encontrado
Manganês,mg,"0,35",BRC0418A,Nome não encontrado
Zinco,mg,"0,59",BRC0418A,Nome não encontrado
Cobre,mg,"0,10",BRC0418A,Nome não encontrado
Selênio,mcg,"5,21",BRC0418A,Nome não encontrado
Vitamina A (RE),mcg,"1,46",BRC0418A,Nome não encontrado
Vitamina A (RAE),mcg,"1,46",BRC0418A,Nome não encontrado
Vitamina D,mcg,"0,00",BRC0418A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,81",BRC0418A,Nome não encontrado
Tiamina,mg,"0,29",BRC0418A,Nome não encontrado
Riboflavina,mg,"0,50",BRC0418A,Nome não encontrado
Niacina,mg,"1,76",BRC0418A,Nome não encontrado
Vitamina B6,mg,"0,45",BRC0418A,Nome não encontrado
Vitamina B12,mcg,"0,05",BRC0418A,Nome não encontrado
Vitamina C,mg,"0,00",BRC0418A,Nome não encontrado
Equivalente de folato,mcg,107,BRC0418A,Nome não encontrado
Sal de adição,g,,BRC0418A,Nome não encontrado
Açúcar de adição,g,,BRC0418A,Nome não encontrado
Gordura de adição,g,-,BRC0418A,Nome não encontrado
Proteína vegetal,g,-,BRC0418A,Nome não encontrado
Proteína animal,g,-,BRC0418A,Nome não encontrado
