componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,470,235,BRC0573A,Nome não encontrado
Energia,kcal,112,55,BRC0573A,Nome não encontrado
Umidade,g,"73,6","36,8",BRC0573A,Nome não encontrado
Carboidrato total,g,"15,2","7,59",BRC0573A,Nome não encontrado
Carboidrato disponível,g,"14,0","6,98",BRC0573A,Nome não encontrado
Proteína,g,"6,65","3,32",BRC0573A,Nome não encontrado
Lipídios,g,"2,97","1,49",BRC0573A,Nome não encontrado
Fibra alimentar,g,"1,22","0,61",BRC0573A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0573A,Nome não encontrado
Cinzas,g,"1,58","0,79",BRC0573A,Nome não encontrado
Colesterol,mg,"22,1","11,1",BRC0573A,Nome não encontrado
Ácidos graxos saturados,g,"1,60","0,80",BRC0573A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,88","0,44",BRC0573A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,13","0,07",BRC0573A,Nome não encontrado
Ácidos graxos trans,g,"0,08","0,04",BRC0573A,Nome não encontrado
Cálcio,mg,"99,8","49,9",BRC0573A,Nome não encontrado
Ferro,mg,"0,91","0,45",BRC0573A,Nome não encontrado
Sódio,mg,359,179,BRC0573A,Nome não encontrado
Magnésio,mg,"14,8","7,40",BRC0573A,Nome não encontrado
Fósforo,mg,"72,4","36,2",BRC0573A,Nome não encontrado
Potássio,mg,106,"53,4",BRC0573A,Nome não encontrado
Manganês,mg,"0,27","0,14",BRC0573A,Nome não encontrado
Zinco,mg,"0,35","0,18",BRC0573A,Nome não encontrado
Cobre,mg,"0,05","0,02",BRC0573A,Nome não encontrado
Selênio,mcg,"1,35","0,68",BRC0573A,Nome não encontrado
Vitamina A (RE),mcg,"67,3","33,7",BRC0573A,Nome não encontrado
Vitamina A (RAE),mcg,"57,4","28,7",BRC0573A,Nome não encontrado
Vitamina D,mcg,"0,07","0,04",BRC0573A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,67","0,33",BRC0573A,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0573A,Nome não encontrado
Riboflavina,mg,"0,09","0,04",BRC0573A,Nome não encontrado
Niacina,mg,"1,58","0,79",BRC0573A,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0573A,Nome não encontrado
Vitamina B12,mcg,"0,11","0,06",BRC0573A,Nome não encontrado
Vitamina C,mg,"0,30","0,15",BRC0573A,Nome não encontrado
Equivalente de folato,mcg,"69,3","34,6",BRC0573A,Nome não encontrado
Sal de adição,g,"0,47","0,24",BRC0573A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0573A,Nome não encontrado
Gordura de adição,g,-,-,BRC0573A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0573A,Nome não encontrado
Proteína animal,g,-,-,BRC0573A,Nome não encontrado
