componente,unidade,Valor por 100g,Porção Média (110 g),codigo_alimento,nome_alimento
Energia,kJ,1218,1340,BRC0897F,Nome não encontrado
Energia,kcal,294,323,BRC0897F,Nome não encontrado
Umidade,g,"54,0","59,4",BRC0897F,Nome não encontrado
Carboidrato total,g,"4,08","4,49",BRC0897F,Nome não encontrado
Carboidrato disponível,g,"3,28","3,61",BRC0897F,Nome não encontrado
Proteína,g,"14,7","16,2",BRC0897F,Nome não encontrado
Lipídios,g,"23,7","26,1",BRC0897F,Nome não encontrado
Fibra alimentar,g,"0,80","0,88",BRC0897F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0897F,Nome não encontrado
Cinzas,g,"3,51","3,86",BRC0897F,Nome não encontrado
Colesterol,mg,"69,2","76,2",BRC0897F,Nome não encontrado
Ácidos graxos saturados,g,"5,42","5,96",BRC0897F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"6,82","7,50",BRC0897F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,95","3,24",BRC0897F,Nome não encontrado
Ácidos graxos trans,g,"0,05","0,05",BRC0897F,Nome não encontrado
Cálcio,mg,"8,36","9,20",BRC0897F,Nome não encontrado
Ferro,mg,"0,56","0,62",BRC0897F,Nome não encontrado
Sódio,mg,1362,1498,BRC0897F,Nome não encontrado
Magnésio,mg,"17,8","19,6",BRC0897F,Nome não encontrado
Fósforo,mg,184,202,BRC0897F,Nome não encontrado
Potássio,mg,338,372,BRC0897F,Nome não encontrado
Manganês,mg,"0,02","0,02",BRC0897F,Nome não encontrado
Zinco,mg,"1,66","1,83",BRC0897F,Nome não encontrado
Cobre,mg,"0,06","0,07",BRC0897F,Nome não encontrado
Selênio,mcg,"23,0","25,3",BRC0897F,Nome não encontrado
Vitamina A (RE),mcg,traços,traços,BRC0897F,Nome não encontrado
Vitamina A (RAE),mcg,traços,traços,BRC0897F,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0897F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,14","0,16",BRC0897F,Nome não encontrado
Tiamina,mg,"0,60","0,66",BRC0897F,Nome não encontrado
Riboflavina,mg,"0,07","0,07",BRC0897F,Nome não encontrado
Niacina,mg,"2,36","2,60",BRC0897F,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0897F,Nome não encontrado
Vitamina B12,mcg,"0,59","0,65",BRC0897F,Nome não encontrado
Vitamina C,mg,"1,61","1,78",BRC0897F,Nome não encontrado
Equivalente de folato,mcg,"8,12","8,93",BRC0897F,Nome não encontrado
Sal de adição,g,,,BRC0897F,Nome não encontrado
Açúcar de adição,g,,,BRC0897F,Nome não encontrado
Gordura de adição,g,-,-,BRC0897F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0897F,Nome não encontrado
Proteína animal,g,-,-,BRC0897F,Nome não encontrado
