componente,unidade,Valor por 100g,Colher sopa cheia (28 g),Colher sopa rasa (18 g),codigo_alimento,nome_alimento
Energia,kJ,172,48,30,BRC0002B,Nome não encontrado
Energia,kcal,41,11,7,BRC0002B,Nome não encontrado
Umidade,g,"88,5","24,8","15,9",BRC0002B,Nome não encontrado
Carboidrato total,g,"8,36","2,34","1,50",BRC0002B,Nome não encontrado
Carboidrato disponível,g,"6,19","1,73","1,11",BRC0002B,Nome não encontrado
Proteína,g,"1,75","0,49","0,31",BRC0002B,Nome não encontrado
Lipídios,g,"0,54","0,15","0,10",BRC0002B,Nome não encontrado
Fibra alimentar,g,"2,17","0,61","0,39",BRC0002B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0002B,Nome não encontrado
Cinzas,g,"0,84","0,23","0,15",BRC0002B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0002B,Nome não encontrado
Ácidos graxos saturados,g,"0,12","0,03","0,02",BRC0002B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,08","0,02","0,01",BRC0002B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,05","0,01","0,01",BRC0002B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0002B,Nome não encontrado
Cálcio,mg,"18,0","5,03","3,23",BRC0002B,Nome não encontrado
Ferro,mg,"0,37","0,10","0,07",BRC0002B,Nome não encontrado
Sódio,mg,traços,traços,traços,BRC0002B,Nome não encontrado
Magnésio,mg,"8,82","2,47","1,59",BRC0002B,Nome não encontrado
Fósforo,mg,"25,8","7,21","4,64",BRC0002B,Nome não encontrado
Potássio,mg,350,"98,2","63,1",BRC0002B,Nome não encontrado
Manganês,mg,"0,11","0,03","0,02",BRC0002B,Nome não encontrado
Zinco,mg,"0,32","0,09","0,06",BRC0002B,Nome não encontrado
Cobre,mg,"0,06","0,02","0,01",BRC0002B,Nome não encontrado
Selênio,mcg,"1,10","0,31","0,20",BRC0002B,Nome não encontrado
Vitamina A (RE),mcg,508,142,"91,5",BRC0002B,Nome não encontrado
Vitamina A (RAE),mcg,254,"71,2","45,8",BRC0002B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0002B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"5,72","1,60","1,03",BRC0002B,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0002B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0002B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0002B,Nome não encontrado
Vitamina B6,mg,"0,10","0,03","0,02",BRC0002B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0002B,Nome não encontrado
Vitamina C,mg,"5,09","1,43","0,92",BRC0002B,Nome não encontrado
Equivalente de folato,mcg,"21,9","6,13","3,94",BRC0002B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0002B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0002B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0002B,Nome não encontrado
Proteína vegetal,g,"1,75","0,49","0,31",BRC0002B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0002B,Nome não encontrado
