componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,621,621,BRC0983A,Nome não encontrado
Energia,kcal,147,147,BRC0983A,Nome não encontrado
Umidade,g,"64,8","64,8",BRC0983A,Nome não encontrado
Carboidrato total,g,"23,8","23,8",BRC0983A,Nome não encontrado
Carboidrato disponível,g,"22,1","22,1",BRC0983A,Nome não encontrado
Proteína,g,"5,93","5,93",BRC0983A,Nome não encontrado
Lipídios,g,"3,53","3,53",BRC0983A,Nome não encontrado
Fibra alimentar,g,"1,70","1,70",BRC0983A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0983A,Nome não encontrado
Cinzas,g,"1,92","1,92",BRC0983A,Nome não encontrado
Colesterol,mg,"18,2","18,2",BRC0983A,Nome não encontrado
Ácidos graxos saturados,g,"1,53","1,53",BRC0983A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,91","0,91",BRC0983A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,72","0,72",BRC0983A,Nome não encontrado
Ácidos graxos trans,g,"0,06","0,06",BRC0983A,Nome não encontrado
Cálcio,mg,"30,6","30,6",BRC0983A,Nome não encontrado
Ferro,mg,"1,46","1,46",BRC0983A,Nome não encontrado
Sódio,mg,582,582,BRC0983A,Nome não encontrado
Magnésio,mg,"8,70","8,70",BRC0983A,Nome não encontrado
Fósforo,mg,"68,7","68,7",BRC0983A,Nome não encontrado
Potássio,mg,109,109,BRC0983A,Nome não encontrado
Manganês,mg,"0,18","0,18",BRC0983A,Nome não encontrado
Zinco,mg,"0,57","0,57",BRC0983A,Nome não encontrado
Cobre,mg,"0,08","0,08",BRC0983A,Nome não encontrado
Selênio,mcg,"3,34","3,34",BRC0983A,Nome não encontrado
Vitamina A (RE),mcg,"52,1","52,1",BRC0983A,Nome não encontrado
Vitamina A (RAE),mcg,"31,7","31,7",BRC0983A,Nome não encontrado
Vitamina D,mcg,"0,08","0,08",BRC0983A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,38","0,38",BRC0983A,Nome não encontrado
Tiamina,mg,"0,05","0,05",BRC0983A,Nome não encontrado
Riboflavina,mg,"0,03","0,03",BRC0983A,Nome não encontrado
Niacina,mg,"2,70","2,70",BRC0983A,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0983A,Nome não encontrado
Vitamina B12,mcg,"0,19","0,19",BRC0983A,Nome não encontrado
Vitamina C,mg,"4,03","4,03",BRC0983A,Nome não encontrado
Equivalente de folato,mcg,"67,7","67,7",BRC0983A,Nome não encontrado
Sal de adição,g,,,BRC0983A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0983A,Nome não encontrado
Gordura de adição,g,-,-,BRC0983A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0983A,Nome não encontrado
Proteína animal,g,-,-,BRC0983A,Nome não encontrado
