componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,1634,408,BRC0094K,Nome não encontrado
Energia,kcal,387,96,BRC0094K,Nome não encontrado
Umidade,g,"1,37","0,34",BRC0094K,Nome não encontrado
Carboidrato total,g,"81,4","20,3",BRC0094K,Nome não encontrado
Carboidrato disponível,g,"71,8","18,0",BRC0094K,Nome não encontrado
Proteína,g,"8,90","2,23",BRC0094K,Nome não encontrado
Lipídios,g,"5,00","1,25",BRC0094K,Nome não encontrado
Fibra alimentar,g,"9,53","2,38",BRC0094K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0094K,Nome não encontrado
Cinzas,g,"3,37","0,84",BRC0094K,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0094K,Nome não encontrado
Ácidos graxos saturados,g,"0,00","0,00",BRC0094K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,35","0,59",BRC0094K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,03","0,51",BRC0094K,Nome não encontrado
Ácidos graxos trans,g,,,BRC0094K,Nome não encontrado
Cálcio,mg,968,242,BRC0094K,Nome não encontrado
Ferro,mg,"3,48","0,87",BRC0094K,Nome não encontrado
Sódio,mg,532,133,BRC0094K,Nome não encontrado
Magnésio,mg,436,109,BRC0094K,Nome não encontrado
Fósforo,mg,532,133,BRC0094K,Nome não encontrado
Potássio,mg,1816,454,BRC0094K,Nome não encontrado
Manganês,mg,,,BRC0094K,Nome não encontrado
Zinco,mg,"14,5","3,63",BRC0094K,Nome não encontrado
Cobre,mg,"1,94","0,48",BRC0094K,Nome não encontrado
Selênio,mcg,"23,2","5,81",BRC0094K,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0094K,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0094K,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0094K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0094K,Nome não encontrado
Tiamina,mg,"1,60","0,40",BRC0094K,Nome não encontrado
Riboflavina,mg,"0,37","0,09",BRC0094K,Nome não encontrado
Niacina,mg,"27,3","6,82",BRC0094K,Nome não encontrado
Vitamina B6,mg,"1,94","0,48",BRC0094K,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0094K,Nome não encontrado
Vitamina C,mg,"58,0","14,5",BRC0094K,Nome não encontrado
Equivalente de folato,mcg,"7,46","1,86",BRC0094K,Nome não encontrado
Sal de adição,g,,,BRC0094K,Nome não encontrado
Açúcar de adição,g,,,BRC0094K,Nome não encontrado
Gordura de adição,g,-,-,BRC0094K,Nome não encontrado
Proteína vegetal,g,-,-,BRC0094K,Nome não encontrado
Proteína animal,g,-,-,BRC0094K,Nome não encontrado
