componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (30 g),codigo_alimento,nome_alimento
Energia,kJ,422,231,126,BRC0348B,Nome não encontrado
Energia,kcal,100,54,29,BRC0348B,Nome não encontrado
Umidade,g,"74,9","41,2","22,5",BRC0348B,Nome não encontrado
Carboidrato total,g,"20,4","11,2","6,12",BRC0348B,Nome não encontrado
Carboidrato disponível,g,"18,7","10,3","5,62",BRC0348B,Nome não encontrado
Proteína,g,"2,36","1,30","0,71",BRC0348B,Nome não encontrado
Lipídios,g,"1,34","0,74","0,40",BRC0348B,Nome não encontrado
Fibra alimentar,g,"1,67","0,92","0,50",BRC0348B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0348B,Nome não encontrado
Cinzas,g,"0,98","0,54","0,29",BRC0348B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0348B,Nome não encontrado
Ácidos graxos saturados,g,"0,24","0,13","0,07",BRC0348B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,28","0,15","0,08",BRC0348B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,77","0,43","0,23",BRC0348B,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,00",BRC0348B,Nome não encontrado
Cálcio,mg,"15,9","8,74","4,77",BRC0348B,Nome não encontrado
Ferro,mg,"0,05","0,03","0,02",BRC0348B,Nome não encontrado
Sódio,mg,"0,10","0,05","0,03",BRC0348B,Nome não encontrado
Magnésio,mg,"28,2","15,5","8,46",BRC0348B,Nome não encontrado
Fósforo,mg,"66,8","36,7","20,0",BRC0348B,Nome não encontrado
Potássio,mg,510,280,153,BRC0348B,Nome não encontrado
Manganês,mg,"0,14","0,08","0,04",BRC0348B,Nome não encontrado
Zinco,mg,"0,48","0,26","0,14",BRC0348B,Nome não encontrado
Cobre,mg,"0,15","0,08","0,05",BRC0348B,Nome não encontrado
Selênio,mcg,"0,90","0,50","0,27",BRC0348B,Nome não encontrado
Vitamina A (RE),mcg,"4,58","2,52","1,37",BRC0348B,Nome não encontrado
Vitamina A (RAE),mcg,"2,29","1,26","0,69",BRC0348B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0348B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,78","0,98","0,53",BRC0348B,Nome não encontrado
Tiamina,mg,"0,07","0,04","0,02",BRC0348B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0348B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0348B,Nome não encontrado
Vitamina B6,mg,"0,09","0,05","0,03",BRC0348B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0348B,Nome não encontrado
Vitamina C,mg,"4,56","2,51","1,37",BRC0348B,Nome não encontrado
Equivalente de folato,mcg,"12,8","7,01","3,83",BRC0348B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0348B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0348B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0348B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0348B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0348B,Nome não encontrado
