componente,unidade,Valor por 100g,Porção Média (110 g),codigo_alimento,nome_alimento
Energia,kJ,1096,1206,BRC0965F,Nome não encontrado
Energia,kcal,263,288,BRC0965F,Nome não encontrado
Umidade,g,"51,9","57,1",BRC0965F,Nome não encontrado
Carboidrato total,g,"0,85","0,94",BRC0965F,Nome não encontrado
Carboidrato disponível,g,"0,85","0,94",BRC0965F,Nome não encontrado
Proteína,g,"30,3","33,3",BRC0965F,Nome não encontrado
Lipídios,g,"15,3","16,8",BRC0965F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0965F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0965F,Nome não encontrado
Cinzas,g,"1,62","1,78",BRC0965F,Nome não encontrado
Colesterol,mg,"94,7",104,BRC0965F,Nome não encontrado
Ácidos graxos saturados,g,"4,97","5,46",BRC0965F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"6,00","6,60",BRC0965F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,02","3,32",BRC0965F,Nome não encontrado
Ácidos graxos trans,g,"0,15","0,16",BRC0965F,Nome não encontrado
Cálcio,mg,"4,32","4,75",BRC0965F,Nome não encontrado
Ferro,mg,"3,38","3,72",BRC0965F,Nome não encontrado
Sódio,mg,237,261,BRC0965F,Nome não encontrado
Magnésio,mg,"24,2","26,6",BRC0965F,Nome não encontrado
Fósforo,mg,267,294,BRC0965F,Nome não encontrado
Potássio,mg,357,393,BRC0965F,Nome não encontrado
Manganês,mg,357,393,BRC0965F,Nome não encontrado
Zinco,mg,"6,37","7,00",BRC0965F,Nome não encontrado
Cobre,mg,"0,18","0,20",BRC0965F,Nome não encontrado
Selênio,mcg,,,BRC0965F,Nome não encontrado
Vitamina A (RE),mcg,traços,traços,BRC0965F,Nome não encontrado
Vitamina A (RAE),mcg,traços,traços,BRC0965F,Nome não encontrado
Vitamina D,mcg,"0,29","0,32",BRC0965F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,22","1,34",BRC0965F,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0965F,Nome não encontrado
Riboflavina,mg,"0,08","0,09",BRC0965F,Nome não encontrado
Niacina,mg,"1,73","1,91",BRC0965F,Nome não encontrado
Vitamina B6,mg,"0,03","0,03",BRC0965F,Nome não encontrado
Vitamina B12,mcg,"2,49","2,74",BRC0965F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0965F,Nome não encontrado
Equivalente de folato,mcg,,,BRC0965F,Nome não encontrado
Sal de adição,g,"0,45","0,50",BRC0965F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0965F,Nome não encontrado
Gordura de adição,g,-,-,BRC0965F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0965F,Nome não encontrado
Proteína animal,g,-,-,BRC0965F,Nome não encontrado
