componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (110 g),codigo_alimento,nome_alimento
Energia,kJ,910,1001,BRC0285F,Nome não encontrado
Energia,kcal,217,239,BRC0285F,Nome não encontrado
Umidade,g,"57,8","63,5",BRC0285F,Nome não encontrado
Carboidrato total,g,"3,68","4,04",BRC0285F,Nome não encontrado
Carboidrato disponível,g,"3,63","3,99",BRC0285F,Nome não encontrado
Proteína,g,"26,7","29,4",BRC0285F,Nome não encontrado
Lipídios,g,"10,6","11,7",BRC0285F,Nome não encontrado
Fibra alimentar,g,"0,05","0,06",BRC0285F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0285F,Nome não encontrado
Cinzas,g,"1,19","1,31",BRC0285F,Nome não encontrado
Colesterol,mg,"82,7","91,0",BRC0285F,Nome não encontrado
Ácidos graxos saturados,g,"5,52","6,07",BRC0285F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,74","5,22",BRC0285F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,78","0,85",BRC0285F,Nome não encontrado
Ácidos graxos trans,g,"0,21","0,23",BRC0285F,Nome não encontrado
Cálcio,mg,"36,6","40,2",BRC0285F,Nome não encontrado
Ferro,mg,"2,30","2,52",BRC0285F,Nome não encontrado
Sódio,mg,"68,3","75,1",BRC0285F,Nome não encontrado
Magnésio,mg,"22,3","24,5",BRC0285F,Nome não encontrado
Fósforo,mg,232,256,BRC0285F,Nome não encontrado
Potássio,mg,329,362,BRC0285F,Nome não encontrado
Manganês,mg,"0,02","0,02",BRC0285F,Nome não encontrado
Zinco,mg,"4,73","5,21",BRC0285F,Nome não encontrado
Cobre,mg,"0,10","0,11",BRC0285F,Nome não encontrado
Selênio,mcg,"1,56","1,72",BRC0285F,Nome não encontrado
Vitamina A (RE),mcg,"19,8","21,8",BRC0285F,Nome não encontrado
Vitamina A (RAE),mcg,"19,5","21,5",BRC0285F,Nome não encontrado
Vitamina D,mcg,"0,22","0,24",BRC0285F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,67","0,73",BRC0285F,Nome não encontrado
Tiamina,mg,"0,03","0,03",BRC0285F,Nome não encontrado
Riboflavina,mg,"0,15","0,17",BRC0285F,Nome não encontrado
Niacina,mg,"3,10","3,41",BRC0285F,Nome não encontrado
Vitamina B6,mg,"0,04","0,05",BRC0285F,Nome não encontrado
Vitamina B12,mcg,"0,93","1,02",BRC0285F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0285F,Nome não encontrado
Equivalente de folato,mcg,"5,18","5,70",BRC0285F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0285F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0285F,Nome não encontrado
Gordura de adição,g,-,-,BRC0285F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0285F,Nome não encontrado
Proteína animal,g,-,-,BRC0285F,Nome não encontrado
