componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,652,652,BRC0253T,Nome não encontrado
Energia,kcal,155,155,BRC0253T,Nome não encontrado
Umidade,g,"58,9","58,9",BRC0253T,Nome não encontrado
Carboidrato total,g,"29,2","29,2",BRC0253T,Nome não encontrado
Carboidrato disponível,g,"21,7","21,7",BRC0253T,Nome não encontrado
Proteína,g,"7,61","7,61",BRC0253T,Nome não encontrado
Lipídios,g,"2,55","2,55",BRC0253T,Nome não encontrado
Fibra alimentar,g,"7,47","7,47",BRC0253T,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0253T,Nome não encontrado
Cinzas,g,"1,79","1,79",BRC0253T,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0253T,Nome não encontrado
Ácidos graxos saturados,g,"0,27","0,27",BRC0253T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,63","0,63",BRC0253T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,49","1,49",BRC0253T,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,02",BRC0253T,Nome não encontrado
Cálcio,mg,"23,8","23,8",BRC0253T,Nome não encontrado
Ferro,mg,"1,79","1,79",BRC0253T,Nome não encontrado
Sódio,mg,213,213,BRC0253T,Nome não encontrado
Magnésio,mg,"60,9","60,9",BRC0253T,Nome não encontrado
Fósforo,mg,134,134,BRC0253T,Nome não encontrado
Potássio,mg,323,323,BRC0253T,Nome não encontrado
Manganês,mg,"0,06","0,06",BRC0253T,Nome não encontrado
Zinco,mg,"1,20","1,20",BRC0253T,Nome não encontrado
Cobre,mg,"0,04","0,04",BRC0253T,Nome não encontrado
Selênio,mcg,"0,00","0,00",BRC0253T,Nome não encontrado
Vitamina A (RE),mcg,"3,85","3,85",BRC0253T,Nome não encontrado
Vitamina A (RAE),mcg,"12,9","12,9",BRC0253T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0253T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,32","0,32",BRC0253T,Nome não encontrado
Tiamina,mg,"0,17","0,17",BRC0253T,Nome não encontrado
Riboflavina,mg,"0,05","0,05",BRC0253T,Nome não encontrado
Niacina,mg,"0,88","0,88",BRC0253T,Nome não encontrado
Vitamina B6,mg,"0,21","0,21",BRC0253T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0253T,Nome não encontrado
Vitamina C,mg,"10,5","10,5",BRC0253T,Nome não encontrado
Equivalente de folato,mcg,181,181,BRC0253T,Nome não encontrado
Sal de adição,g,"0,45","0,45",BRC0253T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0253T,Nome não encontrado
Gordura de adição,g,-,-,BRC0253T,Nome não encontrado
Proteína vegetal,g,-,-,BRC0253T,Nome não encontrado
Proteína animal,g,-,-,BRC0253T,Nome não encontrado
