componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,1116,1116,BRC1070F,Nome não encontrado
Energia,kcal,269,269,BRC1070F,Nome não encontrado
Umidade,g,"54,9","54,9",BRC1070F,Nome não encontrado
Carboidrato total,g,"1,05","1,05",BRC1070F,Nome não encontrado
Carboidrato disponível,g,"1,05","1,05",BRC1070F,Nome não encontrado
Proteína,g,"18,9","18,9",BRC1070F,Nome não encontrado
Lipídios,g,"21,0","21,0",BRC1070F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC1070F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC1070F,Nome não encontrado
Cinzas,g,"4,20","4,20",BRC1070F,Nome não encontrado
Colesterol,mg,"56,2","56,2",BRC1070F,Nome não encontrado
Ácidos graxos saturados,g,"7,28","7,28",BRC1070F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"9,72","9,72",BRC1070F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,24","2,24",BRC1070F,Nome não encontrado
Ácidos graxos trans,g,,,BRC1070F,Nome não encontrado
Cálcio,mg,"7,28","7,28",BRC1070F,Nome não encontrado
Ferro,mg,"1,04","1,04",BRC1070F,Nome não encontrado
Sódio,mg,881,881,BRC1070F,Nome não encontrado
Magnésio,mg,"12,5","12,5",BRC1070F,Nome não encontrado
Fósforo,mg,110,110,BRC1070F,Nome não encontrado
Potássio,mg,196,196,BRC1070F,Nome não encontrado
Manganês,mg,,,BRC1070F,Nome não encontrado
Zinco,mg,"2,19","2,19",BRC1070F,Nome não encontrado
Cobre,mg,,,BRC1070F,Nome não encontrado
Selênio,mcg,,,BRC1070F,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC1070F,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC1070F,Nome não encontrado
Vitamina D,mcg,"0,87","0,87",BRC1070F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC1070F,Nome não encontrado
Tiamina,mg,"0,26","0,26",BRC1070F,Nome não encontrado
Riboflavina,mg,"0,18","0,18",BRC1070F,Nome não encontrado
Niacina,mg,"3,36","3,36",BRC1070F,Nome não encontrado
Vitamina B6,mg,"0,16","0,16",BRC1070F,Nome não encontrado
Vitamina B12,mcg,"1,50","1,50",BRC1070F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC1070F,Nome não encontrado
Equivalente de folato,mcg,"3,95","3,95",BRC1070F,Nome não encontrado
Sal de adição,g,,,BRC1070F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC1070F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC1070F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC1070F,Nome não encontrado
Proteína animal,g,"18,9","18,9",BRC1070F,Nome não encontrado
