componente,unidade,Valor por 100g,Colher sopa cheia (10 g),Colher sopa rasa (5 g),codigo_alimento,nome_alimento
Energia,kJ,1219,121,60,BRC0085B,Nome não encontrado
Energia,kcal,294,29,14,BRC0085B,Nome não encontrado
Umidade,g,"10,6","1,06","0,53",BRC0085B,Nome não encontrado
Carboidrato total,g,"48,0","4,80","2,40",BRC0085B,Nome não encontrado
Carboidrato disponível,g,"10,7","1,07","0,53",BRC0085B,Nome não encontrado
Proteína,g,"20,9","2,09","1,04",BRC0085B,Nome não encontrado
Lipídios,g,"10,4","1,04","0,52",BRC0085B,Nome não encontrado
Fibra alimentar,g,"37,3","3,73","1,86",BRC0085B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0085B,Nome não encontrado
Cinzas,g,"10,2","1,02","0,51",BRC0085B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0085B,Nome não encontrado
Ácidos graxos saturados,g,"0,40","0,04","0,02",BRC0085B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"8,75","0,88","0,44",BRC0085B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,20","0,12","0,06",BRC0085B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0085B,Nome não encontrado
Cálcio,mg,783,"78,4","39,2",BRC0085B,Nome não encontrado
Ferro,mg,"81,4","8,14","4,07",BRC0085B,Nome não encontrado
Sódio,mg,"18,3","1,83","0,91",BRC0085B,Nome não encontrado
Magnésio,mg,392,"39,3","19,6",BRC0085B,Nome não encontrado
Fósforo,mg,388,"38,8","19,4",BRC0085B,Nome não encontrado
Potássio,mg,3222,322,161,BRC0085B,Nome não encontrado
Manganês,mg,"10,5","1,05","0,52",BRC0085B,Nome não encontrado
Zinco,mg,"4,70","0,47","0,24",BRC0085B,Nome não encontrado
Cobre,mg,"4,09","0,41","0,20",BRC0085B,Nome não encontrado
Selênio,mcg,"28,2","2,82","1,41",BRC0085B,Nome não encontrado
Vitamina A (RE),mcg,1271,127,"63,6",BRC0085B,Nome não encontrado
Vitamina A (RAE),mcg,635,"63,6","31,8",BRC0085B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0085B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,24","0,22","0,11",BRC0085B,Nome não encontrado
Tiamina,mg,"0,10","0,01","0,00",BRC0085B,Nome não encontrado
Riboflavina,mg,"0,11","0,01","0,01",BRC0085B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0085B,Nome não encontrado
Vitamina B6,mg,"0,09","0,01","0,00",BRC0085B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0085B,Nome não encontrado
Vitamina C,mg,"40,8","4,08","2,04",BRC0085B,Nome não encontrado
Equivalente de folato,mcg,264,"26,4","13,2",BRC0085B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0085B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0085B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0085B,Nome não encontrado
Proteína vegetal,g,"20,9","2,09","1,04",BRC0085B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0085B,Nome não encontrado
