componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,762,419,304,BRC0574A,Nome não encontrado
Energia,kcal,182,100,72,BRC0574A,Nome não encontrado
Umidade,g,"64,2","35,3","25,7",BRC0574A,Nome não encontrado
Carboidrato total,g,"19,6","10,8","7,85",BRC0574A,Nome não encontrado
Carboidrato disponível,g,"18,6","10,2","7,43",BRC0574A,Nome não encontrado
Proteína,g,"4,96","2,73","1,98",BRC0574A,Nome não encontrado
Lipídios,g,"9,56","5,26","3,82",BRC0574A,Nome não encontrado
Fibra alimentar,g,"1,25","0,69","0,50",BRC0574A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0574A,Nome não encontrado
Cinzas,g,"1,47","0,81","0,59",BRC0574A,Nome não encontrado
Colesterol,mg,"14,8","8,15","5,93",BRC0574A,Nome não encontrado
Ácidos graxos saturados,g,"4,29","2,36","1,71",BRC0574A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,22","1,22","0,89",BRC0574A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,48","0,81","0,59",BRC0574A,Nome não encontrado
Ácidos graxos trans,g,"0,21","0,12","0,08",BRC0574A,Nome não encontrado
Cálcio,mg,114,"62,7","45,6",BRC0574A,Nome não encontrado
Ferro,mg,"0,58","0,32","0,23",BRC0574A,Nome não encontrado
Sódio,mg,343,188,137,BRC0574A,Nome não encontrado
Magnésio,mg,"20,1","11,1","8,06",BRC0574A,Nome não encontrado
Fósforo,mg,112,"61,9","45,0",BRC0574A,Nome não encontrado
Potássio,mg,105,"58,1","42,2",BRC0574A,Nome não encontrado
Manganês,mg,"0,58","0,32","0,23",BRC0574A,Nome não encontrado
Zinco,mg,"0,83","0,45","0,33",BRC0574A,Nome não encontrado
Cobre,mg,"0,16","0,09","0,06",BRC0574A,Nome não encontrado
Selênio,mcg,"4,95","2,72","1,98",BRC0574A,Nome não encontrado
Vitamina A (RE),mcg,"36,0","19,8","14,4",BRC0574A,Nome não encontrado
Vitamina A (RAE),mcg,"34,8","19,1","13,9",BRC0574A,Nome não encontrado
Vitamina D,mcg,"0,23","0,13","0,09",BRC0574A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,49","0,27","0,20",BRC0574A,Nome não encontrado
Tiamina,mg,"0,02","0,01","0,01",BRC0574A,Nome não encontrado
Riboflavina,mg,"0,10","0,06","0,04",BRC0574A,Nome não encontrado
Niacina,mg,"0,56","0,31","0,22",BRC0574A,Nome não encontrado
Vitamina B6,mg,"0,04","0,02","0,02",BRC0574A,Nome não encontrado
Vitamina B12,mcg,"0,17","0,09","0,07",BRC0574A,Nome não encontrado
Vitamina C,mg,"1,04","0,57","0,42",BRC0574A,Nome não encontrado
Equivalente de folato,mcg,"6,85","3,77","2,74",BRC0574A,Nome não encontrado
Sal de adição,g,"0,47","0,26","0,19",BRC0574A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0574A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0574A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0574A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0574A,Nome não encontrado
