componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,778,194,BRC0042L,Nome não encontrado
Energia,kcal,188,46,BRC0042L,Nome não encontrado
Umidade,g,"73,2","18,3",BRC0042L,Nome não encontrado
Carboidrato total,g,"4,70","1,18",BRC0042L,Nome não encontrado
Carboidrato disponível,g,"4,38","1,09",BRC0042L,Nome não encontrado
Proteína,g,"4,22","1,05",BRC0042L,Nome não encontrado
Lipídios,g,"16,6","4,14",BRC0042L,Nome não encontrado
Fibra alimentar,g,"0,33","0,08",BRC0042L,Nome não encontrado
Álcool,g,"0,56","0,14",BRC0042L,Nome não encontrado
Cinzas,g,"1,35","0,34",BRC0042L,Nome não encontrado
Colesterol,mg,"37,0","9,25",BRC0042L,Nome não encontrado
Ácidos graxos saturados,g,"7,62","1,90",BRC0042L,Nome não encontrado
Ácidos graxos monoinsaturados,g,"6,75","1,69",BRC0042L,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,99","0,25",BRC0042L,Nome não encontrado
Ácidos graxos trans,g,"0,09","0,02",BRC0042L,Nome não encontrado
Cálcio,mg,116,"29,2",BRC0042L,Nome não encontrado
Ferro,mg,"0,68","0,17",BRC0042L,Nome não encontrado
Sódio,mg,333,"83,5",BRC0042L,Nome não encontrado
Magnésio,mg,"10,4","2,60",BRC0042L,Nome não encontrado
Fósforo,mg,"89,5","22,4",BRC0042L,Nome não encontrado
Potássio,mg,133,"33,4",BRC0042L,Nome não encontrado
Manganês,mg,"0,06","0,02",BRC0042L,Nome não encontrado
Zinco,mg,"0,34","0,08",BRC0042L,Nome não encontrado
Cobre,mg,"0,04","0,01",BRC0042L,Nome não encontrado
Selênio,mcg,"0,67","0,17",BRC0042L,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0042L,Nome não encontrado
Vitamina A (RAE),mcg,"93,8","23,4",BRC0042L,Nome não encontrado
Vitamina D,mcg,"0,31","0,08",BRC0042L,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,45","0,36",BRC0042L,Nome não encontrado
Tiamina,mg,"0,02","0,01",BRC0042L,Nome não encontrado
Riboflavina,mg,"0,15","0,04",BRC0042L,Nome não encontrado
Niacina,mg,"0,34","0,08",BRC0042L,Nome não encontrado
Vitamina B6,mg,"0,03","0,01",BRC0042L,Nome não encontrado
Vitamina B12,mcg,"0,27","0,07",BRC0042L,Nome não encontrado
Vitamina C,mg,"0,52","0,13",BRC0042L,Nome não encontrado
Equivalente de folato,mcg,"7,02","1,75",BRC0042L,Nome não encontrado
Sal de adição,g,"0,45","0,11",BRC0042L,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0042L,Nome não encontrado
Gordura de adição,g,-,-,BRC0042L,Nome não encontrado
Proteína vegetal,g,-,-,BRC0042L,Nome não encontrado
Proteína animal,g,-,-,BRC0042L,Nome não encontrado
