componente,unidade,Valor por 100g,Colher sopa cheia (35 g),codigo_alimento,nome_alimento
Energia,kJ,560,196,BRC0027B,Nome não encontrado
Energia,kcal,132,46,BRC0027B,Nome não encontrado
Umidade,g,"65,4","22,9",BRC0027B,Nome não encontrado
Carboidrato total,g,"32,6","11,4",BRC0027B,Nome não encontrado
Carboidrato disponível,g,"30,5","10,7",BRC0027B,Nome não encontrado
Proteína,g,"0,98","0,34",BRC0027B,Nome não encontrado
Lipídios,g,"0,22","0,08",BRC0027B,Nome não encontrado
Fibra alimentar,g,"2,09","0,73",BRC0027B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0027B,Nome não encontrado
Cinzas,g,"0,84","0,29",BRC0027B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0027B,Nome não encontrado
Ácidos graxos saturados,g,"0,05","0,02",BRC0027B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,09","0,03",BRC0027B,Nome não encontrado
Ácidos graxos poliinsaturados,g,traços,traços,BRC0027B,Nome não encontrado
Ácidos graxos trans,g,traços,traços,BRC0027B,Nome não encontrado
Cálcio,mg,"13,8","4,82",BRC0027B,Nome não encontrado
Ferro,mg,"0,25","0,09",BRC0027B,Nome não encontrado
Sódio,mg,"1,95","0,68",BRC0027B,Nome não encontrado
Magnésio,mg,"40,4","14,1",BRC0027B,Nome não encontrado
Fósforo,mg,"26,7","9,35",BRC0027B,Nome não encontrado
Potássio,mg,188,"66,1",BRC0027B,Nome não encontrado
Manganês,mg,"0,05","0,02",BRC0027B,Nome não encontrado
Zinco,mg,"0,19","0,06",BRC0027B,Nome não encontrado
Cobre,mg,"0,06","0,02",BRC0027B,Nome não encontrado
Selênio,mcg,"0,60","0,21",BRC0027B,Nome não encontrado
Vitamina A (RE),mcg,"13,7","4,80",BRC0027B,Nome não encontrado
Vitamina A (RAE),mcg,"6,86","2,40",BRC0027B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0027B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,15","0,05",BRC0027B,Nome não encontrado
Tiamina,mg,traços,traços,BRC0027B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0027B,Nome não encontrado
Niacina,mg,traços,traços,BRC0027B,Nome não encontrado
Vitamina B6,mg,"0,04","0,01",BRC0027B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0027B,Nome não encontrado
Vitamina C,mg,"15,0","5,25",BRC0027B,Nome não encontrado
Equivalente de folato,mcg,"23,2","8,12",BRC0027B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0027B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0027B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0027B,Nome não encontrado
Proteína vegetal,g,"0,98","0,34",BRC0027B,Nome não encontrado
Proteína animal,g,-,-,BRC0027B,Nome não encontrado
