componente,unidade,Valor por 100g,Colher sopa cheia (35 g),codigo_alimento,nome_alimento
Energia,kJ,1393,487,BRC0090B,Nome não encontrado
Energia,kcal,328,114,BRC0090B,Nome não encontrado
Umidade,g,"17,8","6,22",BRC0090B,Nome não encontrado
Carboidrato total,g,"81,1","28,4",BRC0090B,Nome não encontrado
Carboidrato disponível,g,"80,5","28,2",BRC0090B,Nome não encontrado
Proteína,g,"0,52","0,18",BRC0090B,Nome não encontrado
Lipídios,g,"0,28","0,10",BRC0090B,Nome não encontrado
Fibra alimentar,g,"0,65","0,23",BRC0090B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0090B,Nome não encontrado
Cinzas,g,"0,28","0,10",BRC0090B,Nome não encontrado
Colesterol,mg,,,BRC0090B,Nome não encontrado
Ácidos graxos saturados,g,,,BRC0090B,Nome não encontrado
Ácidos graxos monoinsaturados,g,,,BRC0090B,Nome não encontrado
Ácidos graxos poliinsaturados,g,,,BRC0090B,Nome não encontrado
Ácidos graxos trans,g,,,BRC0090B,Nome não encontrado
Cálcio,mg,"11,9","4,16",BRC0090B,Nome não encontrado
Ferro,mg,"0,11","0,04",BRC0090B,Nome não encontrado
Sódio,mg,"2,45","0,86",BRC0090B,Nome não encontrado
Magnésio,mg,"3,02","1,06",BRC0090B,Nome não encontrado
Fósforo,mg,"60,4","21,1",BRC0090B,Nome não encontrado
Potássio,mg,"48,1","16,8",BRC0090B,Nome não encontrado
Manganês,mg,traços,traços,BRC0090B,Nome não encontrado
Zinco,mg,traços,traços,BRC0090B,Nome não encontrado
Cobre,mg,traços,traços,BRC0090B,Nome não encontrado
Selênio,mcg,,,BRC0090B,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0090B,Nome não encontrado
Vitamina A (RAE),mcg,,,BRC0090B,Nome não encontrado
Vitamina D,mcg,,,BRC0090B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0090B,Nome não encontrado
Tiamina,mg,"0,03","0,01",BRC0090B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0090B,Nome não encontrado
Niacina,mg,traços,traços,BRC0090B,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0090B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0090B,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0090B,Nome não encontrado
Equivalente de folato,mcg,,,BRC0090B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0090B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0090B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0090B,Nome não encontrado
Proteína vegetal,g,"0,52","0,18",BRC0090B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0090B,Nome não encontrado
