componente,unidade,Valor por 100g,Colher sopa cheia (42 g),Colher sopa rasa (30 g),codigo_alimento,nome_alimento
Energia,kJ,569,238,170,BRC0300B,Nome não encontrado
Energia,kcal,136,57,40,BRC0300B,Nome não encontrado
Umidade,g,"71,6","30,1","21,5",BRC0300B,Nome não encontrado
Carboidrato total,g,"21,4","8,99","6,42",BRC0300B,Nome não encontrado
Carboidrato disponível,g,"18,9","7,92","5,66",BRC0300B,Nome não encontrado
Proteína,g,"0,79","0,33","0,24",BRC0300B,Nome não encontrado
Lipídios,g,"5,79","2,43","1,74",BRC0300B,Nome não encontrado
Fibra alimentar,g,"2,54","1,07","0,76",BRC0300B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0300B,Nome não encontrado
Cinzas,g,"0,44","0,18","0,13",BRC0300B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0300B,Nome não encontrado
Ácidos graxos saturados,g,"1,43","0,60","0,43",BRC0300B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,25","0,52","0,37",BRC0300B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,76","1,16","0,83",BRC0300B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0300B,Nome não encontrado
Cálcio,mg,"20,2","8,49","6,07",BRC0300B,Nome não encontrado
Ferro,mg,"0,22","0,09","0,07",BRC0300B,Nome não encontrado
Sódio,mg,"4,80","2,02","1,44",BRC0300B,Nome não encontrado
Magnésio,mg,"13,1","5,48","3,92",BRC0300B,Nome não encontrado
Fósforo,mg,"18,3","7,68","5,49",BRC0300B,Nome não encontrado
Potássio,mg,173,"72,7","51,9",BRC0300B,Nome não encontrado
Manganês,mg,"0,16","0,07","0,05",BRC0300B,Nome não encontrado
Zinco,mg,"0,14","0,06","0,04",BRC0300B,Nome não encontrado
Cobre,mg,"0,08","0,03","0,02",BRC0300B,Nome não encontrado
Selênio,mcg,"0,19","0,08","0,06",BRC0300B,Nome não encontrado
Vitamina A (RE),mcg,1315,552,394,BRC0300B,Nome não encontrado
Vitamina A (RAE),mcg,663,278,199,BRC0300B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0300B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,01","0,84","0,60",BRC0300B,Nome não encontrado
Tiamina,mg,"0,10","0,04","0,03",BRC0300B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0300B,Nome não encontrado
Niacina,mg,"3,00","1,26","0,90",BRC0300B,Nome não encontrado
Vitamina B6,mg,"0,06","0,02","0,02",BRC0300B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0300B,Nome não encontrado
Vitamina C,mg,"27,7","11,6","8,31",BRC0300B,Nome não encontrado
Equivalente de folato,mcg,"6,88","2,89","2,06",BRC0300B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0300B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0300B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0300B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0300B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0300B,Nome não encontrado
