componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (7 g),codigo_alimento,nome_alimento
Energia,kJ,1988,139,BRC0189K,Nome não encontrado
Energia,kcal,475,33,BRC0189K,Nome não encontrado
Umidade,g,"7,87","0,55",BRC0189K,Nome não encontrado
Carboidrato total,g,"62,8","4,39",BRC0189K,Nome não encontrado
Carboidrato disponível,g,"61,4","4,30",BRC0189K,Nome não encontrado
Proteína,g,"5,98","0,42",BRC0189K,Nome não encontrado
Lipídios,g,"22,5","1,58",BRC0189K,Nome não encontrado
Fibra alimentar,g,"1,33","0,09",BRC0189K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0189K,Nome não encontrado
Cinzas,g,"0,88","0,06",BRC0189K,Nome não encontrado
Colesterol,mg,"39,7","2,78",BRC0189K,Nome não encontrado
Ácidos graxos saturados,g,"13,1","0,92",BRC0189K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"6,23","0,44",BRC0189K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,66","0,05",BRC0189K,Nome não encontrado
Ácidos graxos trans,g,"0,58","0,04",BRC0189K,Nome não encontrado
Cálcio,mg,"57,0","3,99",BRC0189K,Nome não encontrado
Ferro,mg,"2,88","0,20",BRC0189K,Nome não encontrado
Sódio,mg,"19,9","1,40",BRC0189K,Nome não encontrado
Magnésio,mg,"29,9","2,09",BRC0189K,Nome não encontrado
Fósforo,mg,102,"7,16",BRC0189K,Nome não encontrado
Potássio,mg,142,"10,00",BRC0189K,Nome não encontrado
Manganês,mg,"0,27","0,02",BRC0189K,Nome não encontrado
Zinco,mg,"0,59","0,04",BRC0189K,Nome não encontrado
Cobre,mg,"0,15","0,01",BRC0189K,Nome não encontrado
Selênio,mcg,"3,89","0,27",BRC0189K,Nome não encontrado
Vitamina A (RE),mcg,146,"10,3",BRC0189K,Nome não encontrado
Vitamina A (RAE),mcg,144,"10,1",BRC0189K,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0189K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,47","0,03",BRC0189K,Nome não encontrado
Tiamina,mg,"0,11","0,01",BRC0189K,Nome não encontrado
Riboflavina,mg,"0,05","0,00",BRC0189K,Nome não encontrado
Niacina,mg,"0,51","0,04",BRC0189K,Nome não encontrado
Vitamina B6,mg,"0,15","0,01",BRC0189K,Nome não encontrado
Vitamina B12,mcg,"0,22","0,02",BRC0189K,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0189K,Nome não encontrado
Equivalente de folato,mcg,"2,75","0,19",BRC0189K,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0189K,Nome não encontrado
Açúcar de adição,g,,,BRC0189K,Nome não encontrado
Gordura de adição,g,-,-,BRC0189K,Nome não encontrado
Proteína vegetal,g,-,-,BRC0189K,Nome não encontrado
Proteína animal,g,-,-,BRC0189K,Nome não encontrado
