componente,unidade,Valor por 100g,Colher sopa rasa (16 g),codigo_alimento,nome_alimento
Energia,kJ,1592,254,BRC0057R,Nome não encontrado
Energia,kcal,375,59,BRC0057R,Nome não encontrado
Umidade,g,"5,00","0,80",BRC0057R,Nome não encontrado
Carboidrato total,g,"92,9","14,9",BRC0057R,Nome não encontrado
Carboidrato disponível,g,"90,9","14,5",BRC0057R,Nome não encontrado
Proteína,g,"1,60","0,26",BRC0057R,Nome não encontrado
Lipídios,g,"0,10","0,02",BRC0057R,Nome não encontrado
Fibra alimentar,g,"2,02","0,32",BRC0057R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0057R,Nome não encontrado
Cinzas,g,"0,40","0,06",BRC0057R,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0057R,Nome não encontrado
Ácidos graxos saturados,g,,,BRC0057R,Nome não encontrado
Ácidos graxos monoinsaturados,g,,,BRC0057R,Nome não encontrado
Ácidos graxos poliinsaturados,g,,,BRC0057R,Nome não encontrado
Ácidos graxos trans,g,,,BRC0057R,Nome não encontrado
Cálcio,mg,"24,7","3,96",BRC0057R,Nome não encontrado
Ferro,mg,"0,08","0,01",BRC0057R,Nome não encontrado
Sódio,mg,445,"71,2",BRC0057R,Nome não encontrado
Magnésio,mg,"0,00","0,00",BRC0057R,Nome não encontrado
Fósforo,mg,"1,03","0,16",BRC0057R,Nome não encontrado
Potássio,mg,157,"25,2",BRC0057R,Nome não encontrado
Manganês,mg,,,BRC0057R,Nome não encontrado
Zinco,mg,"0,04","0,01",BRC0057R,Nome não encontrado
Cobre,mg,,,BRC0057R,Nome não encontrado
Selênio,mcg,,,BRC0057R,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0057R,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0057R,Nome não encontrado
Vitamina D,mcg,,,BRC0057R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0057R,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0057R,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0057R,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0057R,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0057R,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0057R,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0057R,Nome não encontrado
Equivalente de folato,mcg,,,BRC0057R,Nome não encontrado
Sal de adição,g,,,BRC0057R,Nome não encontrado
Açúcar de adição,g,,,BRC0057R,Nome não encontrado
Gordura de adição,g,,,BRC0057R,Nome não encontrado
Proteína vegetal,g,,,BRC0057R,Nome não encontrado
Proteína animal,g,,,BRC0057R,Nome não encontrado
