componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,461,BRC0489E,Nome não encontrado
Energia,kcal,110,BRC0489E,Nome não encontrado
Umidade,g,"78,2",BRC0489E,Nome não encontrado
Carboidrato total,g,"9,80",BRC0489E,Nome não encontrado
Carboidrato disponível,g,"8,92",BRC0489E,Nome não encontrado
Proteína,g,"5,37",BRC0489E,Nome não encontrado
Lipídios,g,"5,70",BRC0489E,Nome não encontrado
Fibra alimentar,g,"0,88",BRC0489E,Nome não encontrado
Álcool,g,"0,00",BRC0489E,Nome não encontrado
Cinzas,g,"0,76",BRC0489E,Nome não encontrado
Colesterol,mg,"0,52",BRC0489E,Nome não encontrado
Ácidos graxos saturados,g,"3,24",BRC0489E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,62",BRC0489E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,65",BRC0489E,Nome não encontrado
Ácidos graxos trans,g,"0,01",BRC0489E,Nome não encontrado
Cálcio,mg,"12,8",BRC0489E,Nome não encontrado
Ferro,mg,"0,32",BRC0489E,Nome não encontrado
Sódio,mg,215,BRC0489E,Nome não encontrado
Magnésio,mg,"17,2",BRC0489E,Nome não encontrado
Fósforo,mg,"57,9",BRC0489E,Nome não encontrado
Potássio,mg,159,BRC0489E,Nome não encontrado
Manganês,mg,"0,08",BRC0489E,Nome não encontrado
Zinco,mg,"0,20",BRC0489E,Nome não encontrado
Cobre,mg,"0,05",BRC0489E,Nome não encontrado
Selênio,mcg,"10,6",BRC0489E,Nome não encontrado
Vitamina A (RE),mcg,329,BRC0489E,Nome não encontrado
Vitamina A (RAE),mcg,166,BRC0489E,Nome não encontrado
Vitamina D,mcg,"0,83",BRC0489E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,93",BRC0489E,Nome não encontrado
Tiamina,mg,"0,04",BRC0489E,Nome não encontrado
Riboflavina,mg,"0,02",BRC0489E,Nome não encontrado
Niacina,mg,"1,19",BRC0489E,Nome não encontrado
Vitamina B6,mg,"0,07",BRC0489E,Nome não encontrado
Vitamina B12,mcg,"0,40",BRC0489E,Nome não encontrado
Vitamina C,mg,"11,3",BRC0489E,Nome não encontrado
Equivalente de folato,mcg,"13,0",BRC0489E,Nome não encontrado
Sal de adição,g,"0,00",BRC0489E,Nome não encontrado
Açúcar de adição,g,"0,45",BRC0489E,Nome não encontrado
Gordura de adição,g,-,BRC0489E,Nome não encontrado
Proteína vegetal,g,-,BRC0489E,Nome não encontrado
Proteína animal,g,-,BRC0489E,Nome não encontrado
