componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,1695,847,BRC0135K,Nome não encontrado
Energia,kcal,405,202,BRC0135K,Nome não encontrado
Umidade,g,"20,0","10,00",BRC0135K,Nome não encontrado
Carboidrato total,g,"52,4","26,2",BRC0135K,Nome não encontrado
Carboidrato disponível,g,"50,8","25,4",BRC0135K,Nome não encontrado
Proteína,g,"7,33","3,66",BRC0135K,Nome não encontrado
Lipídios,g,"18,8","9,38",BRC0135K,Nome não encontrado
Fibra alimentar,g,"1,55","0,77",BRC0135K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0135K,Nome não encontrado
Cinzas,g,"1,54","0,77",BRC0135K,Nome não encontrado
Colesterol,mg,"20,8","10,4",BRC0135K,Nome não encontrado
Ácidos graxos saturados,g,"5,16","2,58",BRC0135K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"10,7","5,35",BRC0135K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,63","1,32",BRC0135K,Nome não encontrado
Ácidos graxos trans,g,"0,10","0,05",BRC0135K,Nome não encontrado
Cálcio,mg,182,"91,1",BRC0135K,Nome não encontrado
Ferro,mg,"0,91","0,46",BRC0135K,Nome não encontrado
Sódio,mg,"94,4","47,2",BRC0135K,Nome não encontrado
Magnésio,mg,"44,0","22,0",BRC0135K,Nome não encontrado
Fósforo,mg,170,"85,4",BRC0135K,Nome não encontrado
Potássio,mg,326,163,BRC0135K,Nome não encontrado
Manganês,mg,"0,06","0,03",BRC0135K,Nome não encontrado
Zinco,mg,"0,83","0,42",BRC0135K,Nome não encontrado
Cobre,mg,"0,06","0,03",BRC0135K,Nome não encontrado
Selênio,mcg,"0,00","0,00",BRC0135K,Nome não encontrado
Vitamina A (RE),mcg,"27,4","13,7",BRC0135K,Nome não encontrado
Vitamina A (RAE),mcg,"26,7","13,4",BRC0135K,Nome não encontrado
Vitamina D,mcg,"0,12","0,06",BRC0135K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,13","0,06",BRC0135K,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0135K,Nome não encontrado
Riboflavina,mg,"0,18","0,09",BRC0135K,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0135K,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0135K,Nome não encontrado
Vitamina B12,mcg,"0,39","0,20",BRC0135K,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0135K,Nome não encontrado
Equivalente de folato,mcg,"7,84","3,92",BRC0135K,Nome não encontrado
Sal de adição,g,,traços,BRC0135K,Nome não encontrado
Açúcar de adição,g,,traços,BRC0135K,Nome não encontrado
Gordura de adição,g,-,-,BRC0135K,Nome não encontrado
Proteína vegetal,g,-,-,BRC0135K,Nome não encontrado
Proteína animal,g,-,-,BRC0135K,Nome não encontrado
