componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (40 g),codigo_alimento,nome_alimento
Energia,kJ,1345,537,BRC0898F,Nome não encontrado
Energia,kcal,325,129,BRC0898F,Nome não encontrado
Umidade,g,"51,3","20,5",BRC0898F,Nome não encontrado
Carboidrato total,g,"3,33","1,33",BRC0898F,Nome não encontrado
Carboidrato disponível,g,"2,67","1,07",BRC0898F,Nome não encontrado
Proteína,g,"14,9","5,95",BRC0898F,Nome não encontrado
Lipídios,g,"26,6","10,6",BRC0898F,Nome não encontrado
Fibra alimentar,g,"0,67","0,27",BRC0898F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0898F,Nome não encontrado
Cinzas,g,"3,91","1,57",BRC0898F,Nome não encontrado
Colesterol,mg,"69,2","27,7",BRC0898F,Nome não encontrado
Ácidos graxos saturados,g,"6,02","2,41",BRC0898F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"7,71","3,08",BRC0898F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"5,21","2,08",BRC0898F,Nome não encontrado
Ácidos graxos trans,g,"0,06","0,03",BRC0898F,Nome não encontrado
Cálcio,mg,"7,53","3,01",BRC0898F,Nome não encontrado
Ferro,mg,"0,54","0,22",BRC0898F,Nome não encontrado
Sódio,mg,1442,576,BRC0898F,Nome não encontrado
Magnésio,mg,"17,0","6,80",BRC0898F,Nome não encontrado
Fósforo,mg,181,"72,4",BRC0898F,Nome não encontrado
Potássio,mg,325,130,BRC0898F,Nome não encontrado
Manganês,mg,"0,01","0,00",BRC0898F,Nome não encontrado
Zinco,mg,"1,64","0,66",BRC0898F,Nome não encontrado
Cobre,mg,"0,07","0,03",BRC0898F,Nome não encontrado
Selênio,mcg,"23,0","9,21",BRC0898F,Nome não encontrado
Vitamina A (RE),mcg,traços,traços,BRC0898F,Nome não encontrado
Vitamina A (RAE),mcg,traços,traços,BRC0898F,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0898F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,37","0,15",BRC0898F,Nome não encontrado
Tiamina,mg,"0,59","0,24",BRC0898F,Nome não encontrado
Riboflavina,mg,"0,07","0,03",BRC0898F,Nome não encontrado
Niacina,mg,"2,36","0,94",BRC0898F,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0898F,Nome não encontrado
Vitamina B12,mcg,"0,76","0,30",BRC0898F,Nome não encontrado
Vitamina C,mg,"1,76","0,71",BRC0898F,Nome não encontrado
Equivalente de folato,mcg,"7,42","2,97",BRC0898F,Nome não encontrado
Sal de adição,g,,,BRC0898F,Nome não encontrado
Açúcar de adição,g,,,BRC0898F,Nome não encontrado
Gordura de adição,g,-,-,BRC0898F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0898F,Nome não encontrado
Proteína animal,g,-,-,BRC0898F,Nome não encontrado
