componente,unidade,Valor por 100g,Colher sopa rasa (10 g),codigo_alimento,nome_alimento
Energia,kJ,245,24,BRC0357B,Nome não encontrado
Energia,kcal,58,5,BRC0357B,Nome não encontrado
Umidade,g,"83,2","8,32",BRC0357B,Nome não encontrado
Carboidrato total,g,"13,0","1,30",BRC0357B,Nome não encontrado
Carboidrato disponível,g,"10,1","1,01",BRC0357B,Nome não encontrado
Proteína,g,"2,49","0,25",BRC0357B,Nome não encontrado
Lipídios,g,"0,18","0,02",BRC0357B,Nome não encontrado
Fibra alimentar,g,"2,89","0,29",BRC0357B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0357B,Nome não encontrado
Cinzas,g,"1,09","0,11",BRC0357B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0357B,Nome não encontrado
Ácidos graxos saturados,g,"0,08","0,01",BRC0357B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,00",BRC0357B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,03","0,00",BRC0357B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0357B,Nome não encontrado
Cálcio,mg,"20,0","2,00",BRC0357B,Nome não encontrado
Ferro,mg,"0,30","0,03",BRC0357B,Nome não encontrado
Sódio,mg,128,"12,9",BRC0357B,Nome não encontrado
Magnésio,mg,"16,9","1,69",BRC0357B,Nome não encontrado
Fósforo,mg,"56,0","5,60",BRC0357B,Nome não encontrado
Potássio,mg,260,"26,1",BRC0357B,Nome não encontrado
Manganês,mg,"0,19","0,02",BRC0357B,Nome não encontrado
Zinco,mg,"0,24","0,02",BRC0357B,Nome não encontrado
Cobre,mg,"0,07","0,01",BRC0357B,Nome não encontrado
Selênio,mcg,"0,07","0,01",BRC0357B,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0357B,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0357B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0357B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,04","0,00",BRC0357B,Nome não encontrado
Tiamina,mg,"0,06","0,01",BRC0357B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0357B,Nome não encontrado
Niacina,mg,traços,traços,BRC0357B,Nome não encontrado
Vitamina B6,mg,"0,19","0,02",BRC0357B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0357B,Nome não encontrado
Vitamina C,mg,"5,52","0,55",BRC0357B,Nome não encontrado
Equivalente de folato,mcg,"20,1","2,01",BRC0357B,Nome não encontrado
Sal de adição,g,"0,47","0,05",BRC0357B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0357B,Nome não encontrado
Gordura de adição,g,-,-,BRC0357B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0357B,Nome não encontrado
Proteína animal,g,-,-,BRC0357B,Nome não encontrado
