componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,653,359,261,BRC0538A,Nome não encontrado
Energia,kcal,156,85,62,BRC0538A,Nome não encontrado
Umidade,g,"67,3","37,0","26,9",BRC0538A,Nome não encontrado
Carboidrato total,g,"21,2","11,7","8,47",BRC0538A,Nome não encontrado
Carboidrato disponível,g,"19,8","10,9","7,93",BRC0538A,Nome não encontrado
Proteína,g,"4,02","2,21","1,61",BRC0538A,Nome não encontrado
Lipídios,g,"6,40","3,52","2,56",BRC0538A,Nome não encontrado
Fibra alimentar,g,"1,35","0,74","0,54",BRC0538A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0538A,Nome não encontrado
Cinzas,g,"1,09","0,60","0,44",BRC0538A,Nome não encontrado
Colesterol,mg,"6,93","3,81","2,77",BRC0538A,Nome não encontrado
Ácidos graxos saturados,g,"1,87","1,03","0,75",BRC0538A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,28","1,25","0,91",BRC0538A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,86","1,02","0,74",BRC0538A,Nome não encontrado
Ácidos graxos trans,g,"0,21","0,11","0,08",BRC0538A,Nome não encontrado
Cálcio,mg,"8,43","4,64","3,37",BRC0538A,Nome não encontrado
Ferro,mg,"0,47","0,26","0,19",BRC0538A,Nome não encontrado
Sódio,mg,195,107,"78,2",BRC0538A,Nome não encontrado
Magnésio,mg,"20,0","11,0","7,99",BRC0538A,Nome não encontrado
Fósforo,mg,"44,2","24,3","17,7",BRC0538A,Nome não encontrado
Potássio,mg,139,"76,7","55,8",BRC0538A,Nome não encontrado
Manganês,mg,"0,65","0,36","0,26",BRC0538A,Nome não encontrado
Zinco,mg,"0,69","0,38","0,27",BRC0538A,Nome não encontrado
Cobre,mg,"0,12","0,07","0,05",BRC0538A,Nome não encontrado
Selênio,mcg,"1,12","0,62","0,45",BRC0538A,Nome não encontrado
Vitamina A (RE),mcg,"21,5","11,8","8,59",BRC0538A,Nome não encontrado
Vitamina A (RAE),mcg,"11,1","6,10","4,44",BRC0538A,Nome não encontrado
Vitamina D,mcg,"0,11","0,06","0,04",BRC0538A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,52","0,29","0,21",BRC0538A,Nome não encontrado
Tiamina,mg,"0,03","0,02","0,01",BRC0538A,Nome não encontrado
Riboflavina,mg,"0,03","0,01","0,01",BRC0538A,Nome não encontrado
Niacina,mg,"0,34","0,18","0,13",BRC0538A,Nome não encontrado
Vitamina B6,mg,"0,05","0,03","0,02",BRC0538A,Nome não encontrado
Vitamina B12,mcg,"0,15","0,08","0,06",BRC0538A,Nome não encontrado
Vitamina C,mg,"3,95","2,17","1,58",BRC0538A,Nome não encontrado
Equivalente de folato,mcg,"5,02","2,76","2,01",BRC0538A,Nome não encontrado
Sal de adição,g,"0,47","0,26","0,19",BRC0538A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0538A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0538A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0538A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0538A,Nome não encontrado
