componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,246,BRC1188B,Nome não encontrado
Energia,kcal,59,BRC1188B,Nome não encontrado
Umidade,g,"85,9",BRC1188B,Nome não encontrado
Carboidrato total,g,"9,98",BRC1188B,Nome não encontrado
Carboidrato disponível,g,"8,60",BRC1188B,Nome não encontrado
Proteína,g,"1,70",BRC1188B,Nome não encontrado
Lipídios,g,"1,62",BRC1188B,Nome não encontrado
Fibra alimentar,g,"1,38",BRC1188B,Nome não encontrado
Álcool,g,"0,00",BRC1188B,Nome não encontrado
Cinzas,g,"1,00",BRC1188B,Nome não encontrado
Colesterol,mg,"1,78",BRC1188B,Nome não encontrado
Ácidos graxos saturados,g,"0,64",BRC1188B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,37",BRC1188B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,48",BRC1188B,Nome não encontrado
Ácidos graxos trans,g,"0,01",BRC1188B,Nome não encontrado
Cálcio,mg,"31,2",BRC1188B,Nome não encontrado
Ferro,mg,"0,21",BRC1188B,Nome não encontrado
Sódio,mg,201,BRC1188B,Nome não encontrado
Magnésio,mg,"11,8",BRC1188B,Nome não encontrado
Fósforo,mg,"33,9",BRC1188B,Nome não encontrado
Potássio,mg,213,BRC1188B,Nome não encontrado
Manganês,mg,"0,18",BRC1188B,Nome não encontrado
Zinco,mg,"0,23",BRC1188B,Nome não encontrado
Cobre,mg,"0,06",BRC1188B,Nome não encontrado
Selênio,mcg,"0,84",BRC1188B,Nome não encontrado
Vitamina A (RE),mcg,"50,0",BRC1188B,Nome não encontrado
Vitamina A (RAE),mcg,"28,4",BRC1188B,Nome não encontrado
Vitamina D,mcg,"0,00",BRC1188B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,46",BRC1188B,Nome não encontrado
Tiamina,mg,"0,05",BRC1188B,Nome não encontrado
Riboflavina,mg,"0,06",BRC1188B,Nome não encontrado
Niacina,mg,"0,21",BRC1188B,Nome não encontrado
Vitamina B6,mg,"0,06",BRC1188B,Nome não encontrado
Vitamina B12,mcg,"0,05",BRC1188B,Nome não encontrado
Vitamina C,mg,"2,74",BRC1188B,Nome não encontrado
Equivalente de folato,mcg,"23,8",BRC1188B,Nome não encontrado
Sal de adição,g,"0,00",BRC1188B,Nome não encontrado
Açúcar de adição,g,,BRC1188B,Nome não encontrado
Gordura de adição,g,-,BRC1188B,Nome não encontrado
Proteína vegetal,g,-,BRC1188B,Nome não encontrado
Proteína animal,g,-,BRC1188B,Nome não encontrado
