componente,unidade,Valor por 100g,Porção Média (120 g),codigo_alimento,nome_alimento
Energia,kJ,527,631,BRC0058F,Nome não encontrado
Energia,kcal,125,150,BRC0058F,Nome não encontrado
Umidade,g,"73,1","87,8",BRC0058F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0058F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0058F,Nome não encontrado
Proteína,g,"21,5","25,8",BRC0058F,Nome não encontrado
Lipídios,g,"4,33","5,20",BRC0058F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0058F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0058F,Nome não encontrado
Cinzas,g,"1,00","1,20",BRC0058F,Nome não encontrado
Colesterol,mg,"58,4","70,0",BRC0058F,Nome não encontrado
Ácidos graxos saturados,g,"1,90","2,28",BRC0058F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,90","2,28",BRC0058F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,10","0,12",BRC0058F,Nome não encontrado
Ácidos graxos trans,g,"0,06","0,07",BRC0058F,Nome não encontrado
Cálcio,mg,"6,50","7,80",BRC0058F,Nome não encontrado
Ferro,mg,"2,04","2,44",BRC0058F,Nome não encontrado
Sódio,mg,"79,2","95,0",BRC0058F,Nome não encontrado
Magnésio,mg,"19,6","23,5",BRC0058F,Nome não encontrado
Fósforo,mg,178,213,BRC0058F,Nome não encontrado
Potássio,mg,325,390,BRC0058F,Nome não encontrado
Manganês,mg,traços,traços,BRC0058F,Nome não encontrado
Zinco,mg,"4,59","5,50",BRC0058F,Nome não encontrado
Cobre,mg,"0,06","0,07",BRC0058F,Nome não encontrado
Selênio,mcg,,,BRC0058F,Nome não encontrado
Vitamina A (RE),mcg,traços,traços,BRC0058F,Nome não encontrado
Vitamina A (RAE),mcg,traços,traços,BRC0058F,Nome não encontrado
Vitamina D,mcg,"0,04","0,05",BRC0058F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0058F,Nome não encontrado
Tiamina,mg,traços,traços,BRC0058F,Nome não encontrado
Riboflavina,mg,"0,04","0,04",BRC0058F,Nome não encontrado
Niacina,mg,"1,81","2,17",BRC0058F,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0058F,Nome não encontrado
Vitamina B12,mcg,"2,45","2,94",BRC0058F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0058F,Nome não encontrado
Equivalente de folato,mcg,"2,48","2,97",BRC0058F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0058F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0058F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0058F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0058F,Nome não encontrado
Proteína animal,g,"21,5","25,8",BRC0058F,Nome não encontrado
