componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (20 g),codigo_alimento,nome_alimento
Energia,kJ,1086,217,BRC0065G,Nome não encontrado
Energia,kcal,260,52,BRC0065G,Nome não encontrado
Umidade,g,"51,0","10,2",BRC0065G,Nome não encontrado
Carboidrato total,g,"0,80","0,16",BRC0065G,Nome não encontrado
Carboidrato disponível,g,"0,80","0,16",BRC0065G,Nome não encontrado
Proteína,g,"28,2","5,64",BRC0065G,Nome não encontrado
Lipídios,g,"16,0","3,21",BRC0065G,Nome não encontrado
Fibra alimentar,g,,,BRC0065G,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0065G,Nome não encontrado
Cinzas,g,"3,96","0,79",BRC0065G,Nome não encontrado
Colesterol,mg,"49,7","9,95",BRC0065G,Nome não encontrado
Ácidos graxos saturados,g,"8,62","1,72",BRC0065G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,64","0,73",BRC0065G,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,22","0,04",BRC0065G,Nome não encontrado
Ácidos graxos trans,g,"0,64","0,13",BRC0065G,Nome não encontrado
Cálcio,mg,644,128,BRC0065G,Nome não encontrado
Ferro,mg,"0,20","0,04",BRC0065G,Nome não encontrado
Sódio,mg,464,"92,9",BRC0065G,Nome não encontrado
Magnésio,mg,"25,1","5,02",BRC0065G,Nome não encontrado
Fósforo,mg,372,"74,6",BRC0065G,Nome não encontrado
Potássio,mg,111,"22,2",BRC0065G,Nome não encontrado
Manganês,mg,"0,02","0,00",BRC0065G,Nome não encontrado
Zinco,mg,"2,49","0,50",BRC0065G,Nome não encontrado
Cobre,mg,"0,06","0,01",BRC0065G,Nome não encontrado
Selênio,mcg,,,BRC0065G,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0065G,Nome não encontrado
Vitamina A (RAE),mcg,,,BRC0065G,Nome não encontrado
Vitamina D,mcg,"0,13","0,03",BRC0065G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,33","0,07",BRC0065G,Nome não encontrado
Tiamina,mg,"0,03","0,01",BRC0065G,Nome não encontrado
Riboflavina,mg,"0,30","0,06",BRC0065G,Nome não encontrado
Niacina,mg,traços,traços,BRC0065G,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0065G,Nome não encontrado
Vitamina B12,mcg,"0,31","0,06",BRC0065G,Nome não encontrado
Vitamina C,mg,"0,48","0,10",BRC0065G,Nome não encontrado
Equivalente de folato,mcg,"57,0","11,4",BRC0065G,Nome não encontrado
Sal de adição,g,,,BRC0065G,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0065G,Nome não encontrado
Gordura de adição,g,,,BRC0065G,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0065G,Nome não encontrado
Proteína animal,g,"28,2","5,64",BRC0065G,Nome não encontrado
