componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,247,593,408,BRC0076G,Nome não encontrado
Energia,kcal,59,141,97,BRC0076G,Nome não encontrado
Umidade,g,"87,1",209,143,BRC0076G,Nome não encontrado
Carboidrato total,g,"7,69","18,5","12,7",BRC0076G,Nome não encontrado
Carboidrato disponível,g,"7,12","17,1","11,7",BRC0076G,Nome não encontrado
Proteína,g,"2,26","5,43","3,74",BRC0076G,Nome não encontrado
Lipídios,g,"2,25","5,41","3,72",BRC0076G,Nome não encontrado
Fibra alimentar,g,"0,57","1,37","0,94",BRC0076G,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0076G,Nome não encontrado
Cinzas,g,"0,65","1,55","1,06",BRC0076G,Nome não encontrado
Colesterol,mg,"8,47","20,3","14,0",BRC0076G,Nome não encontrado
Ácidos graxos saturados,g,"1,39","3,34","2,30",BRC0076G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,65","1,56","1,07",BRC0076G,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,09","0,22","0,15",BRC0076G,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0076G,Nome não encontrado
Cálcio,mg,"81,3",195,134,BRC0076G,Nome não encontrado
Ferro,mg,"0,13","0,30","0,21",BRC0076G,Nome não encontrado
Sódio,mg,"44,7",107,"73,8",BRC0076G,Nome não encontrado
Magnésio,mg,"12,1","29,1","20,0",BRC0076G,Nome não encontrado
Fósforo,mg,"59,6",142,"98,3",BRC0076G,Nome não encontrado
Potássio,mg,161,386,265,BRC0076G,Nome não encontrado
Manganês,mg,"0,01","0,03","0,02",BRC0076G,Nome não encontrado
Zinco,mg,"0,29","0,68","0,47",BRC0076G,Nome não encontrado
Cobre,mg,"0,44","1,06","0,73",BRC0076G,Nome não encontrado
Selênio,mcg,"3,39","8,13","5,59",BRC0076G,Nome não encontrado
Vitamina A (RE),mcg,"40,4","97,0","66,7",BRC0076G,Nome não encontrado
Vitamina A (RAE),mcg,"36,7","88,0","60,5",BRC0076G,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0076G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,10","0,23","0,16",BRC0076G,Nome não encontrado
Tiamina,mg,"0,04","0,09","0,06",BRC0076G,Nome não encontrado
Riboflavina,mg,"0,17","0,42","0,29",BRC0076G,Nome não encontrado
Niacina,mg,"1,04","2,50","1,72",BRC0076G,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0076G,Nome não encontrado
Vitamina B12,mcg,"0,26","0,61","0,42",BRC0076G,Nome não encontrado
Vitamina C,mg,"24,7","59,4","40,8",BRC0076G,Nome não encontrado
Equivalente de folato,mcg,"3,55","8,52","5,86",BRC0076G,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0076G,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0076G,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0076G,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0076G,Nome não encontrado
Proteína animal,g,-,-,-,BRC0076G,Nome não encontrado
