componente,unidade,Valor por 100g,Colher sopa cheia (25 g),Colher sopa rasa (18 g),codigo_alimento,nome_alimento
Energia,kJ,217,54,39,BRC0485B,Nome não encontrado
Energia,kcal,52,12,9,BRC0485B,Nome não encontrado
Umidade,g,"86,9","21,7","15,6",BRC0485B,Nome não encontrado
Carboidrato total,g,"8,84","2,21","1,59",BRC0485B,Nome não encontrado
Carboidrato disponível,g,"5,76","1,44","1,04",BRC0485B,Nome não encontrado
Proteína,g,"1,84","0,46","0,33",BRC0485B,Nome não encontrado
Lipídios,g,"1,71","0,43","0,31",BRC0485B,Nome não encontrado
Fibra alimentar,g,"3,08","0,77","0,55",BRC0485B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0485B,Nome não encontrado
Cinzas,g,"0,75","0,19","0,14",BRC0485B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0485B,Nome não encontrado
Ácidos graxos saturados,g,"0,36","0,09","0,06",BRC0485B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,30","0,08","0,05",BRC0485B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,90","0,23","0,16",BRC0485B,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0485B,Nome não encontrado
Cálcio,mg,"15,6","3,90","2,81",BRC0485B,Nome não encontrado
Ferro,mg,"0,72","0,18","0,13",BRC0485B,Nome não encontrado
Sódio,mg,"0,10","0,02","0,02",BRC0485B,Nome não encontrado
Magnésio,mg,"19,3","4,83","3,48",BRC0485B,Nome não encontrado
Fósforo,mg,"31,7","7,92","5,71",BRC0485B,Nome não encontrado
Potássio,mg,310,"77,7","56,0",BRC0485B,Nome não encontrado
Manganês,mg,"0,25","0,06","0,05",BRC0485B,Nome não encontrado
Zinco,mg,"0,35","0,09","0,06",BRC0485B,Nome não encontrado
Cobre,mg,"0,13","0,03","0,02",BRC0485B,Nome não encontrado
Selênio,mcg,"0,40","0,10","0,07",BRC0485B,Nome não encontrado
Vitamina A (RE),mcg,"69,4","17,3","12,5",BRC0485B,Nome não encontrado
Vitamina A (RAE),mcg,"34,7","8,67","6,24",BRC0485B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0485B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,25","0,31","0,22",BRC0485B,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0485B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0485B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0485B,Nome não encontrado
Vitamina B6,mg,"0,01","0,00","0,00",BRC0485B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0485B,Nome não encontrado
Vitamina C,mg,136,"34,1","24,6",BRC0485B,Nome não encontrado
Equivalente de folato,mcg,"13,3","3,32","2,39",BRC0485B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0485B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0485B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0485B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0485B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0485B,Nome não encontrado
