componente,unidade,Valor por 100g,Porção Média (90 g),codigo_alimento,nome_alimento
Energia,kJ,251,226,BRC0366B,Nome não encontrado
Energia,kcal,60,54,BRC0366B,Nome não encontrado
Umidade,g,"87,9","79,1",BRC0366B,Nome não encontrado
Carboidrato total,g,"7,14","6,42",BRC0366B,Nome não encontrado
Carboidrato disponível,g,"5,49","4,94",BRC0366B,Nome não encontrado
Proteína,g,"0,87","0,79",BRC0366B,Nome não encontrado
Lipídios,g,"3,52","3,16",BRC0366B,Nome não encontrado
Fibra alimentar,g,"1,65","1,48",BRC0366B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0366B,Nome não encontrado
Cinzas,g,"0,54","0,48",BRC0366B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0366B,Nome não encontrado
Ácidos graxos saturados,g,"0,52","0,47",BRC0366B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,47","2,22",BRC0366B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,44","0,40",BRC0366B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0366B,Nome não encontrado
Cálcio,mg,"18,4","16,5",BRC0366B,Nome não encontrado
Ferro,mg,"0,30","0,27",BRC0366B,Nome não encontrado
Sódio,mg,"57,0","51,3",BRC0366B,Nome não encontrado
Magnésio,mg,"7,86","7,08",BRC0366B,Nome não encontrado
Fósforo,mg,"19,9","17,9",BRC0366B,Nome não encontrado
Potássio,mg,192,173,BRC0366B,Nome não encontrado
Manganês,mg,"0,14","0,12",BRC0366B,Nome não encontrado
Zinco,mg,"0,20","0,18",BRC0366B,Nome não encontrado
Cobre,mg,"0,03","0,03",BRC0366B,Nome não encontrado
Selênio,mcg,"0,27","0,24",BRC0366B,Nome não encontrado
Vitamina A (RE),mcg,239,215,BRC0366B,Nome não encontrado
Vitamina A (RAE),mcg,119,107,BRC0366B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0366B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,99","0,89",BRC0366B,Nome não encontrado
Tiamina,mg,"0,05","0,05",BRC0366B,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0366B,Nome não encontrado
Niacina,mg,"0,55","0,50",BRC0366B,Nome não encontrado
Vitamina B6,mg,"0,06","0,06",BRC0366B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0366B,Nome não encontrado
Vitamina C,mg,"6,57","5,92",BRC0366B,Nome não encontrado
Equivalente de folato,mcg,"15,4","13,9",BRC0366B,Nome não encontrado
Sal de adição,g,"0,32","0,29",BRC0366B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0366B,Nome não encontrado
Gordura de adição,g,-,-,BRC0366B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0366B,Nome não encontrado
Proteína animal,g,-,-,BRC0366B,Nome não encontrado
