componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,285,683,469,BRC0130C,Nome não encontrado
Energia,kcal,67,161,110,BRC0130C,Nome não encontrado
Umidade,g,"82,7",198,136,BRC0130C,Nome não encontrado
Carboidrato total,g,"16,2","39,0","26,8",BRC0130C,Nome não encontrado
Carboidrato disponível,g,"15,6","37,3","25,7",BRC0130C,Nome não encontrado
Proteína,g,"0,57","1,38","0,95",BRC0130C,Nome não encontrado
Lipídios,g,"0,14","0,33","0,23",BRC0130C,Nome não encontrado
Fibra alimentar,g,"0,68","1,63","1,12",BRC0130C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0130C,Nome não encontrado
Cinzas,g,"0,34","0,82","0,56",BRC0130C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0130C,Nome não encontrado
Ácidos graxos saturados,g,"0,04","0,10","0,07",BRC0130C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,04","0,02",BRC0130C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,02","0,06","0,04",BRC0130C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0130C,Nome não encontrado
Cálcio,mg,"7,96","19,1","13,1",BRC0130C,Nome não encontrado
Ferro,mg,"0,06","0,14","0,10",BRC0130C,Nome não encontrado
Sódio,mg,"1,31","3,15","2,16",BRC0130C,Nome não encontrado
Magnésio,mg,"8,25","19,8","13,6",BRC0130C,Nome não encontrado
Fósforo,mg,"12,6","30,1","20,7",BRC0130C,Nome não encontrado
Potássio,mg,157,377,259,BRC0130C,Nome não encontrado
Manganês,mg,"0,03","0,07","0,05",BRC0130C,Nome não encontrado
Zinco,mg,"0,01","0,03","0,02",BRC0130C,Nome não encontrado
Cobre,mg,"0,09","0,21","0,14",BRC0130C,Nome não encontrado
Selênio,mcg,"0,26","0,63","0,44",BRC0130C,Nome não encontrado
Vitamina A (RE),mcg,"15,1","36,3","25,0",BRC0130C,Nome não encontrado
Vitamina A (RAE),mcg,"7,57","18,2","12,5",BRC0130C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0130C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,11","0,26","0,18",BRC0130C,Nome não encontrado
Tiamina,mg,"0,01","0,02","0,01",BRC0130C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0130C,Nome não encontrado
Niacina,mg,"0,05","0,12","0,08",BRC0130C,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0130C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0130C,Nome não encontrado
Vitamina C,mg,"51,7",123,"85,2",BRC0130C,Nome não encontrado
Equivalente de folato,mcg,"17,8","42,8","29,4",BRC0130C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0130C,Nome não encontrado
Açúcar de adição,g,"5,00","12,0","8,25",BRC0130C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0130C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0130C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0130C,Nome não encontrado
