componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,458,251,BRC0413N,Nome não encontrado
Energia,kcal,110,60,BRC0413N,Nome não encontrado
Umidade,g,"78,8","43,3",BRC0413N,Nome não encontrado
Carboidrato total,g,"4,65","2,56",BRC0413N,Nome não encontrado
Carboidrato disponível,g,"3,41","1,88",BRC0413N,Nome não encontrado
Proteína,g,"10,1","5,55",BRC0413N,Nome não encontrado
Lipídios,g,"5,90","3,25",BRC0413N,Nome não encontrado
Fibra alimentar,g,"1,23","0,68",BRC0413N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0413N,Nome não encontrado
Cinzas,g,"0,55","0,30",BRC0413N,Nome não encontrado
Colesterol,mg,"37,4","20,5",BRC0413N,Nome não encontrado
Ácidos graxos saturados,g,"2,25","1,24",BRC0413N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,76","0,97",BRC0413N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,34","0,74",BRC0413N,Nome não encontrado
Ácidos graxos trans,g,"0,12","0,06",BRC0413N,Nome não encontrado
Cálcio,mg,"10,4","5,73",BRC0413N,Nome não encontrado
Ferro,mg,"0,95","0,52",BRC0413N,Nome não encontrado
Sódio,mg,"22,2","12,2",BRC0413N,Nome não encontrado
Magnésio,mg,"10,4","5,70",BRC0413N,Nome não encontrado
Fósforo,mg,"70,8","38,9",BRC0413N,Nome não encontrado
Potássio,mg,233,128,BRC0413N,Nome não encontrado
Manganês,mg,"0,03","0,02",BRC0413N,Nome não encontrado
Zinco,mg,"2,89","1,59",BRC0413N,Nome não encontrado
Cobre,mg,"0,05","0,03",BRC0413N,Nome não encontrado
Selênio,mcg,"0,16","0,09",BRC0413N,Nome não encontrado
Vitamina A (RE),mcg,264,145,BRC0413N,Nome não encontrado
Vitamina A (RAE),mcg,132,"72,7",BRC0413N,Nome não encontrado
Vitamina D,mcg,"0,97","0,53",BRC0413N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,50","0,27",BRC0413N,Nome não encontrado
Tiamina,mg,"0,03","0,02",BRC0413N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0413N,Nome não encontrado
Niacina,mg,"1,27","0,70",BRC0413N,Nome não encontrado
Vitamina B6,mg,"0,06","0,03",BRC0413N,Nome não encontrado
Vitamina B12,mcg,"0,94","0,52",BRC0413N,Nome não encontrado
Vitamina C,mg,"0,91","0,50",BRC0413N,Nome não encontrado
Equivalente de folato,mcg,"6,59","3,62",BRC0413N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0413N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0413N,Nome não encontrado
Gordura de adição,g,-,-,BRC0413N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0413N,Nome não encontrado
Proteína animal,g,-,-,BRC0413N,Nome não encontrado
