componente,unidade,Valor por 100g,Colher sopa cheia (20 g),Concha cheia (130 g),codigo_alimento,nome_alimento
Energia,kJ,191,38,248,BRC0142B,Nome não encontrado
Energia,kcal,45,9,59,BRC0142B,Nome não encontrado
Umidade,g,"89,4","17,9",116,BRC0142B,Nome não encontrado
Carboidrato total,g,"8,12","1,62","10,6",BRC0142B,Nome não encontrado
Carboidrato disponível,g,"7,10","1,42","9,23",BRC0142B,Nome não encontrado
Proteína,g,"0,95","0,19","1,24",BRC0142B,Nome não encontrado
Lipídios,g,"1,24","0,25","1,61",BRC0142B,Nome não encontrado
Fibra alimentar,g,"1,02","0,20","1,32",BRC0142B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0142B,Nome não encontrado
Cinzas,g,"0,31","0,06","0,41",BRC0142B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0142B,Nome não encontrado
Ácidos graxos saturados,g,"0,19","0,04","0,25",BRC0142B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,28","0,06","0,36",BRC0142B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,74","0,15","0,96",BRC0142B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0142B,Nome não encontrado
Cálcio,mg,"3,02","0,60","3,92",BRC0142B,Nome não encontrado
Ferro,mg,"0,14","0,03","0,18",BRC0142B,Nome não encontrado
Sódio,mg,"1,52","0,30","1,97",BRC0142B,Nome não encontrado
Magnésio,mg,"4,19","0,84","5,45",BRC0142B,Nome não encontrado
Fósforo,mg,"18,8","3,76","24,5",BRC0142B,Nome não encontrado
Potássio,mg,154,"30,9",201,BRC0142B,Nome não encontrado
Manganês,mg,"0,05","0,01","0,07",BRC0142B,Nome não encontrado
Zinco,mg,"0,14","0,03","0,18",BRC0142B,Nome não encontrado
Cobre,mg,"0,04","0,01","0,06",BRC0142B,Nome não encontrado
Selênio,mcg,"0,15","0,03","0,19",BRC0142B,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00","0,00",BRC0142B,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00","0,00",BRC0142B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0142B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,16","0,03","0,21",BRC0142B,Nome não encontrado
Tiamina,mg,"0,04","0,01","0,05",BRC0142B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0142B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0142B,Nome não encontrado
Vitamina B6,mg,"0,06","0,01","0,08",BRC0142B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0142B,Nome não encontrado
Vitamina C,mg,"2,79","0,56","3,62",BRC0142B,Nome não encontrado
Equivalente de folato,mcg,"4,08","0,82","5,30",BRC0142B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0142B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0142B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0142B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0142B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0142B,Nome não encontrado
