componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (70 g),codigo_alimento,nome_alimento
Energia,kJ,573,401,BRC0890A,Nome não encontrado
Energia,kcal,136,95,BRC0890A,Nome não encontrado
Umidade,g,"68,6","48,0",BRC0890A,Nome não encontrado
Carboidrato total,g,"22,4","15,7",BRC0890A,Nome não encontrado
Carboidrato disponível,g,"20,0","14,0",BRC0890A,Nome não encontrado
Proteína,g,"2,55","1,78",BRC0890A,Nome não encontrado
Lipídios,g,"4,63","3,24",BRC0890A,Nome não encontrado
Fibra alimentar,g,"2,42","1,69",BRC0890A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0890A,Nome não encontrado
Cinzas,g,"1,81","1,26",BRC0890A,Nome não encontrado
Colesterol,mg,"15,0","10,5",BRC0890A,Nome não encontrado
Ácidos graxos saturados,g,"1,79","1,25",BRC0890A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,79","1,25",BRC0890A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,80","0,56",BRC0890A,Nome não encontrado
Ácidos graxos trans,g,"0,04","0,03",BRC0890A,Nome não encontrado
Cálcio,mg,"14,2","9,94",BRC0890A,Nome não encontrado
Ferro,mg,"0,33","0,23",BRC0890A,Nome não encontrado
Sódio,mg,422,295,BRC0890A,Nome não encontrado
Magnésio,mg,"5,08","3,55",BRC0890A,Nome não encontrado
Fósforo,mg,"25,8","18,1",BRC0890A,Nome não encontrado
Potássio,mg,"52,7","36,9",BRC0890A,Nome não encontrado
Manganês,mg,"0,06","0,04",BRC0890A,Nome não encontrado
Zinco,mg,"0,21","0,15",BRC0890A,Nome não encontrado
Cobre,mg,"0,05","0,03",BRC0890A,Nome não encontrado
Selênio,mcg,,,BRC0890A,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0890A,Nome não encontrado
Vitamina A (RAE),mcg,,,BRC0890A,Nome não encontrado
Vitamina D,mcg,,,BRC0890A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0890A,Nome não encontrado
Tiamina,mg,traços,traços,BRC0890A,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0890A,Nome não encontrado
Niacina,mg,"0,93","0,65",BRC0890A,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0890A,Nome não encontrado
Vitamina B12,mcg,,,BRC0890A,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0890A,Nome não encontrado
Equivalente de folato,mcg,"2,89","2,02",BRC0890A,Nome não encontrado
Sal de adição,g,"0,47","0,33",BRC0890A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0890A,Nome não encontrado
Gordura de adição,g,-,-,BRC0890A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0890A,Nome não encontrado
Proteína animal,g,-,-,BRC0890A,Nome não encontrado
