componente,unidade,Valor por 100g,Porção Média (45 g),codigo_alimento,nome_alimento
Energia,kJ,1681,756,BRC0489A,Nome não encontrado
Energia,kcal,398,178,BRC0489A,Nome não encontrado
Umidade,g,"7,00","3,15",BRC0489A,Nome não encontrado
Carboidrato total,g,"71,0","32,0",BRC0489A,Nome não encontrado
Carboidrato disponível,g,"70,3","31,6",BRC0489A,Nome não encontrado
Proteína,g,"13,0","5,85",BRC0489A,Nome não encontrado
Lipídios,g,"7,00","3,15",BRC0489A,Nome não encontrado
Fibra alimentar,g,"0,70","0,32",BRC0489A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0489A,Nome não encontrado
Cinzas,g,"2,00","0,90",BRC0489A,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0489A,Nome não encontrado
Ácidos graxos saturados,g,"1,34","0,60",BRC0489A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,53","0,69",BRC0489A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,11","0,95",BRC0489A,Nome não encontrado
Ácidos graxos trans,g,"0,54","0,24",BRC0489A,Nome não encontrado
Cálcio,mg,187,"84,5",BRC0489A,Nome não encontrado
Ferro,mg,"4,25","1,91",BRC0489A,Nome não encontrado
Sódio,mg,721,324,BRC0489A,Nome não encontrado
Magnésio,mg,"86,1","38,7",BRC0489A,Nome não encontrado
Fósforo,mg,275,124,BRC0489A,Nome não encontrado
Potássio,mg,232,104,BRC0489A,Nome não encontrado
Manganês,mg,"2,30","1,04",BRC0489A,Nome não encontrado
Zinco,mg,"2,26","1,02",BRC0489A,Nome não encontrado
Cobre,mg,"0,21","0,09",BRC0489A,Nome não encontrado
Selênio,mcg,"0,00","0,00",BRC0489A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0489A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0489A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0489A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,08","0,49",BRC0489A,Nome não encontrado
Tiamina,mg,"0,11","0,05",BRC0489A,Nome não encontrado
Riboflavina,mg,"0,06","0,03",BRC0489A,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0489A,Nome não encontrado
Vitamina B6,mg,"0,21","0,09",BRC0489A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0489A,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0489A,Nome não encontrado
Equivalente de folato,mcg,"63,9","28,7",BRC0489A,Nome não encontrado
Sal de adição,g,,,BRC0489A,Nome não encontrado
Açúcar de adição,g,,,BRC0489A,Nome não encontrado
Gordura de adição,g,-,-,BRC0489A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0489A,Nome não encontrado
Proteína animal,g,-,-,BRC0489A,Nome não encontrado
