componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (170 g),codigo_alimento,nome_alimento
Energia,kJ,264,449,BRC0021G,Nome não encontrado
Energia,kcal,63,106,BRC0021G,Nome não encontrado
Umidade,g,"85,6",145,BRC0021G,Nome não encontrado
Carboidrato total,g,"7,61","12,9",BRC0021G,Nome não encontrado
Carboidrato disponível,g,"7,61","12,9",BRC0021G,Nome não encontrado
Proteína,g,"3,97","6,75",BRC0021G,Nome não encontrado
Lipídios,g,"1,82","3,09",BRC0021G,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0021G,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0021G,Nome não encontrado
Cinzas,g,"1,01","1,72",BRC0021G,Nome não encontrado
Colesterol,mg,"8,25","14,0",BRC0021G,Nome não encontrado
Ácidos graxos saturados,g,"1,08","1,83",BRC0021G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,54","0,92",BRC0021G,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,06","0,10",BRC0021G,Nome não encontrado
Ácidos graxos trans,g,,,BRC0021G,Nome não encontrado
Cálcio,mg,207,351,BRC0021G,Nome não encontrado
Ferro,mg,traços,traços,BRC0021G,Nome não encontrado
Sódio,mg,"74,7",126,BRC0021G,Nome não encontrado
Magnésio,mg,"16,3","27,7",BRC0021G,Nome não encontrado
Fósforo,mg,172,292,BRC0021G,Nome não encontrado
Potássio,mg,103,175,BRC0021G,Nome não encontrado
Manganês,mg,traços,traços,BRC0021G,Nome não encontrado
Zinco,mg,"0,64","1,09",BRC0021G,Nome não encontrado
Cobre,mg,"0,03","0,05",BRC0021G,Nome não encontrado
Selênio,mcg,,,BRC0021G,Nome não encontrado
Vitamina A (RE),mcg,"13,5","22,9",BRC0021G,Nome não encontrado
Vitamina A (RAE),mcg,"13,5","22,9",BRC0021G,Nome não encontrado
Vitamina D,mcg,"0,06","0,10",BRC0021G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,03","0,06",BRC0021G,Nome não encontrado
Tiamina,mg,"0,05","0,09",BRC0021G,Nome não encontrado
Riboflavina,mg,"0,32","0,54",BRC0021G,Nome não encontrado
Niacina,mg,traços,traços,BRC0021G,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0021G,Nome não encontrado
Vitamina B12,mcg,"0,44","0,75",BRC0021G,Nome não encontrado
Vitamina C,mg,"1,34","2,28",BRC0021G,Nome não encontrado
Equivalente de folato,mcg,"8,34","14,2",BRC0021G,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0021G,Nome não encontrado
Açúcar de adição,g,,,BRC0021G,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0021G,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0021G,Nome não encontrado
Proteína animal,g,"3,97","6,75",BRC0021G,Nome não encontrado
