componente,unidade,Valor por 100g,Porção Média (45 g),codigo_alimento,nome_alimento
Energia,kJ,1495,672,BRC0485A,Nome não encontrado
Energia,kcal,353,159,BRC0485A,Nome não encontrado
Umidade,g,"15,5","6,99",BRC0485A,Nome não encontrado
Carboidrato total,g,"69,5","31,3",BRC0485A,Nome não encontrado
Carboidrato disponível,g,"68,2","30,7",BRC0485A,Nome não encontrado
Proteína,g,"8,78","3,95",BRC0485A,Nome não encontrado
Lipídios,g,"4,77","2,15",BRC0485A,Nome não encontrado
Fibra alimentar,g,"1,31","0,59",BRC0485A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0485A,Nome não encontrado
Cinzas,g,"1,42","0,64",BRC0485A,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0485A,Nome não encontrado
Ácidos graxos saturados,g,"0,92","0,41",BRC0485A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,03","0,46",BRC0485A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,43","0,64",BRC0485A,Nome não encontrado
Ácidos graxos trans,g,"0,36","0,16",BRC0485A,Nome não encontrado
Cálcio,mg,127,"57,3",BRC0485A,Nome não encontrado
Ferro,mg,"2,90","1,30",BRC0485A,Nome não encontrado
Sódio,mg,490,220,BRC0485A,Nome não encontrado
Magnésio,mg,"59,3","26,7",BRC0485A,Nome não encontrado
Fósforo,mg,185,"83,5",BRC0485A,Nome não encontrado
Potássio,mg,171,"77,4",BRC0485A,Nome não encontrado
Manganês,mg,"1,54","0,69",BRC0485A,Nome não encontrado
Zinco,mg,"1,52","0,68",BRC0485A,Nome não encontrado
Cobre,mg,"0,14","0,06",BRC0485A,Nome não encontrado
Selênio,mcg,"0,00","0,00",BRC0485A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0485A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0485A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0485A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,72","0,32",BRC0485A,Nome não encontrado
Tiamina,mg,"0,07","0,03",BRC0485A,Nome não encontrado
Riboflavina,mg,"0,05","0,02",BRC0485A,Nome não encontrado
Niacina,mg,"0,01","0,01",BRC0485A,Nome não encontrado
Vitamina B6,mg,"0,15","0,07",BRC0485A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0485A,Nome não encontrado
Vitamina C,mg,"0,29","0,13",BRC0485A,Nome não encontrado
Equivalente de folato,mcg,"43,2","19,5",BRC0485A,Nome não encontrado
Sal de adição,g,,,BRC0485A,Nome não encontrado
Açúcar de adição,g,,,BRC0485A,Nome não encontrado
Gordura de adição,g,-,-,BRC0485A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0485A,Nome não encontrado
Proteína animal,g,-,-,BRC0485A,Nome não encontrado
