componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,519,259,BRC0149T,Nome não encontrado
Energia,kcal,123,61,BRC0149T,Nome não encontrado
Umidade,g,"65,4","32,7",BRC0149T,Nome não encontrado
Carboidrato total,g,"17,9","8,96",BRC0149T,Nome não encontrado
Carboidrato disponível,g,"13,8","6,91",BRC0149T,Nome não encontrado
Proteína,g,"13,5","6,77",BRC0149T,Nome não encontrado
Lipídios,g,"0,58","0,29",BRC0149T,Nome não encontrado
Fibra alimentar,g,"4,10","2,05",BRC0149T,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0149T,Nome não encontrado
Cinzas,g,"2,57","1,28",BRC0149T,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0149T,Nome não encontrado
Ácidos graxos saturados,g,"0,08","0,04",BRC0149T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,12","0,06",BRC0149T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,30","0,15",BRC0149T,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0149T,Nome não encontrado
Cálcio,mg,"40,2","20,1",BRC0149T,Nome não encontrado
Ferro,mg,"2,93","1,46",BRC0149T,Nome não encontrado
Sódio,mg,378,189,BRC0149T,Nome não encontrado
Magnésio,mg,"18,6","9,31",BRC0149T,Nome não encontrado
Fósforo,mg,154,"77,5",BRC0149T,Nome não encontrado
Potássio,mg,"93,2","46,6",BRC0149T,Nome não encontrado
Manganês,mg,"0,04","0,02",BRC0149T,Nome não encontrado
Zinco,mg,"0,92","0,46",BRC0149T,Nome não encontrado
Cobre,mg,"0,02","0,01",BRC0149T,Nome não encontrado
Selênio,mcg,"0,11","0,05",BRC0149T,Nome não encontrado
Vitamina A (RE),mcg,122,"61,3",BRC0149T,Nome não encontrado
Vitamina A (RAE),mcg,"62,3","31,2",BRC0149T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0149T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,25","0,12",BRC0149T,Nome não encontrado
Tiamina,mg,"0,17","0,08",BRC0149T,Nome não encontrado
Riboflavina,mg,"0,03","0,01",BRC0149T,Nome não encontrado
Niacina,mg,"0,82","0,41",BRC0149T,Nome não encontrado
Vitamina B6,mg,"0,06","0,03",BRC0149T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0149T,Nome não encontrado
Vitamina C,mg,"0,67","0,33",BRC0149T,Nome não encontrado
Equivalente de folato,mcg,"38,6","19,3",BRC0149T,Nome não encontrado
Sal de adição,g,"0,50","0,25",BRC0149T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0149T,Nome não encontrado
Gordura de adição,g,-,-,BRC0149T,Nome não encontrado
Proteína vegetal,g,-,-,BRC0149T,Nome não encontrado
Proteína animal,g,-,-,BRC0149T,Nome não encontrado
