componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,1140,1139,BRC0992F,Nome não encontrado
Energia,kcal,274,273,BRC0992F,Nome não encontrado
Umidade,g,"52,5","52,5",BRC0992F,Nome não encontrado
Carboidrato total,g,"0,43","0,43",BRC0992F,Nome não encontrado
Carboidrato disponível,g,"0,34","0,34",BRC0992F,Nome não encontrado
Proteína,g,"27,2","27,2",BRC0992F,Nome não encontrado
Lipídios,g,"18,1","18,1",BRC0992F,Nome não encontrado
Fibra alimentar,g,"0,10","0,10",BRC0992F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0992F,Nome não encontrado
Cinzas,g,"1,73","1,73",BRC0992F,Nome não encontrado
Colesterol,mg,149,149,BRC0992F,Nome não encontrado
Ácidos graxos saturados,g,"4,57","4,57",BRC0992F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,99","5,99",BRC0992F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"5,93","5,93",BRC0992F,Nome não encontrado
Ácidos graxos trans,g,"0,24","0,24",BRC0992F,Nome não encontrado
Cálcio,mg,"11,4","11,4",BRC0992F,Nome não encontrado
Ferro,mg,"1,18","1,18",BRC0992F,Nome não encontrado
Sódio,mg,270,270,BRC0992F,Nome não encontrado
Magnésio,mg,"14,4","14,4",BRC0992F,Nome não encontrado
Fósforo,mg,240,240,BRC0992F,Nome não encontrado
Potássio,mg,310,310,BRC0992F,Nome não encontrado
Manganês,mg,"0,04","0,04",BRC0992F,Nome não encontrado
Zinco,mg,"2,07","2,07",BRC0992F,Nome não encontrado
Cobre,mg,"0,07","0,07",BRC0992F,Nome não encontrado
Selênio,mcg,"7,45","7,45",BRC0992F,Nome não encontrado
Vitamina A (RE),mcg,"7,77","7,77",BRC0992F,Nome não encontrado
Vitamina A (RAE),mcg,"7,84","7,84",BRC0992F,Nome não encontrado
Vitamina D,mcg,"0,20","0,20",BRC0992F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,26","0,26",BRC0992F,Nome não encontrado
Tiamina,mg,"0,10","0,10",BRC0992F,Nome não encontrado
Riboflavina,mg,"0,05","0,05",BRC0992F,Nome não encontrado
Niacina,mg,"10,6","10,6",BRC0992F,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0992F,Nome não encontrado
Vitamina B12,mcg,"0,49","0,49",BRC0992F,Nome não encontrado
Vitamina C,mg,"0,21","0,21",BRC0992F,Nome não encontrado
Equivalente de folato,mcg,"4,53","4,53",BRC0992F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0992F,Nome não encontrado
Açúcar de adição,g,"0,45","0,45",BRC0992F,Nome não encontrado
Gordura de adição,g,-,-,BRC0992F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0992F,Nome não encontrado
Proteína animal,g,-,-,BRC0992F,Nome não encontrado
