componente,unidade,Valor por 100g,Colher sopa cheia (15 g),Colher sopa rasa (10 g),codigo_alimento,nome_alimento
Energia,kJ,85,12,8,BRC0155B,Nome não encontrado
Energia,kcal,20,3,2,BRC0155B,Nome não encontrado
Umidade,g,"93,1","14,0","9,31",BRC0155B,Nome não encontrado
Carboidrato total,g,"5,07","0,76","0,51",BRC0155B,Nome não encontrado
Carboidrato disponível,g,"1,94","0,29","0,19",BRC0155B,Nome não encontrado
Proteína,g,"1,32","0,20","0,13",BRC0155B,Nome não encontrado
Lipídios,g,"0,12","0,02","0,01",BRC0155B,Nome não encontrado
Fibra alimentar,g,"3,13","0,47","0,31",BRC0155B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0155B,Nome não encontrado
Cinzas,g,"0,42","0,06","0,04",BRC0155B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0155B,Nome não encontrado
Ácidos graxos saturados,g,"0,03","0,00","0,00",BRC0155B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,00","0,00",BRC0155B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,03","0,00","0,00",BRC0155B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0155B,Nome não encontrado
Cálcio,mg,"78,4","11,8","7,84",BRC0155B,Nome não encontrado
Ferro,mg,"0,21","0,03","0,02",BRC0155B,Nome não encontrado
Sódio,mg,128,"19,2","12,8",BRC0155B,Nome não encontrado
Magnésio,mg,"22,0","3,31","2,20",BRC0155B,Nome não encontrado
Fósforo,mg,"36,9","5,54","3,69",BRC0155B,Nome não encontrado
Potássio,mg,"91,5","13,7","9,15",BRC0155B,Nome não encontrado
Manganês,mg,"0,31","0,05","0,03",BRC0155B,Nome não encontrado
Zinco,mg,"0,33","0,05","0,03",BRC0155B,Nome não encontrado
Cobre,mg,"0,12","0,02","0,01",BRC0155B,Nome não encontrado
Selênio,mcg,"0,20","0,03","0,02",BRC0155B,Nome não encontrado
Vitamina A (RE),mcg,"32,5","4,88","3,25",BRC0155B,Nome não encontrado
Vitamina A (RAE),mcg,"16,3","2,44","1,63",BRC0155B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0155B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,15","0,02","0,02",BRC0155B,Nome não encontrado
Tiamina,mg,"0,05","0,01","0,00",BRC0155B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0155B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0155B,Nome não encontrado
Vitamina B6,mg,"0,01","0,00","0,00",BRC0155B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0155B,Nome não encontrado
Vitamina C,mg,"2,68","0,40","0,27",BRC0155B,Nome não encontrado
Equivalente de folato,mcg,"42,9","6,44","4,29",BRC0155B,Nome não encontrado
Sal de adição,g,"0,32","0,05","0,03",BRC0155B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0155B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0155B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0155B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0155B,Nome não encontrado
