componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,421,231,BRC0409N,Nome não encontrado
Energia,kcal,100,55,BRC0409N,Nome não encontrado
Umidade,g,"77,0","42,3",BRC0409N,Nome não encontrado
Carboidrato total,g,"6,38","3,51",BRC0409N,Nome não encontrado
Carboidrato disponível,g,"5,26","2,89",BRC0409N,Nome não encontrado
Proteína,g,"13,3","7,31",BRC0409N,Nome não encontrado
Lipídios,g,"2,62","1,44",BRC0409N,Nome não encontrado
Fibra alimentar,g,"1,12","0,62",BRC0409N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0409N,Nome não encontrado
Cinzas,g,"0,74","0,41",BRC0409N,Nome não encontrado
Colesterol,mg,"44,0","24,2",BRC0409N,Nome não encontrado
Ácidos graxos saturados,g,"1,09","0,60",BRC0409N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,09","0,60",BRC0409N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,13","0,07",BRC0409N,Nome não encontrado
Ácidos graxos trans,g,"0,04","0,02",BRC0409N,Nome não encontrado
Cálcio,mg,"7,07","3,89",BRC0409N,Nome não encontrado
Ferro,mg,"1,19","0,65",BRC0409N,Nome não encontrado
Sódio,mg,"23,1","12,7",BRC0409N,Nome não encontrado
Magnésio,mg,"14,2","7,81",BRC0409N,Nome não encontrado
Fósforo,mg,116,"64,1",BRC0409N,Nome não encontrado
Potássio,mg,296,162,BRC0409N,Nome não encontrado
Manganês,mg,"0,05","0,03",BRC0409N,Nome não encontrado
Zinco,mg,"2,95","1,62",BRC0409N,Nome não encontrado
Cobre,mg,"0,07","0,04",BRC0409N,Nome não encontrado
Selênio,mcg,"0,14","0,08",BRC0409N,Nome não encontrado
Vitamina A (RE),mcg,132,"72,7",BRC0409N,Nome não encontrado
Vitamina A (RAE),mcg,"66,1","36,3",BRC0409N,Nome não encontrado
Vitamina D,mcg,,,BRC0409N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,30","0,16",BRC0409N,Nome não encontrado
Tiamina,mg,"0,05","0,02",BRC0409N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0409N,Nome não encontrado
Niacina,mg,"1,40","0,77",BRC0409N,Nome não encontrado
Vitamina B6,mg,"0,05","0,03",BRC0409N,Nome não encontrado
Vitamina B12,mcg,"1,47","0,81",BRC0409N,Nome não encontrado
Vitamina C,mg,"1,76","0,97",BRC0409N,Nome não encontrado
Equivalente de folato,mcg,"8,97","4,93",BRC0409N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0409N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0409N,Nome não encontrado
Gordura de adição,g,-,-,BRC0409N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0409N,Nome não encontrado
Proteína animal,g,-,-,BRC0409N,Nome não encontrado
