componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,178,427,293,BRC0123C,Nome não encontrado
Energia,kcal,42,101,69,BRC0123C,Nome não encontrado
Umidade,g,"88,7",212,146,BRC0123C,Nome não encontrado
Carboidrato total,g,"9,72","23,3","16,0",BRC0123C,Nome não encontrado
Carboidrato disponível,g,"8,67","20,8","14,3",BRC0123C,Nome não encontrado
Proteína,g,"0,94","2,27","1,56",BRC0123C,Nome não encontrado
Lipídios,g,"0,17","0,41","0,28",BRC0123C,Nome não encontrado
Fibra alimentar,g,"1,05","2,51","1,72",BRC0123C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0123C,Nome não encontrado
Cinzas,g,"0,45","1,07","0,74",BRC0123C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0123C,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,04","0,02",BRC0123C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,05","0,03",BRC0123C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,05","0,12","0,08",BRC0123C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0123C,Nome não encontrado
Cálcio,mg,"12,7","30,6","21,0",BRC0123C,Nome não encontrado
Ferro,mg,"0,23","0,56","0,39",BRC0123C,Nome não encontrado
Sódio,mg,"2,87","6,89","4,74",BRC0123C,Nome não encontrado
Magnésio,mg,"13,6","32,6","22,4",BRC0123C,Nome não encontrado
Fósforo,mg,"13,7","33,0","22,7",BRC0123C,Nome não encontrado
Potássio,mg,187,449,308,BRC0123C,Nome não encontrado
Manganês,mg,"0,79","1,90","1,30",BRC0123C,Nome não encontrado
Zinco,mg,"0,15","0,37","0,25",BRC0123C,Nome não encontrado
Cobre,mg,"0,06","0,15","0,11",BRC0123C,Nome não encontrado
Selênio,mcg,"0,32","0,77","0,53",BRC0123C,Nome não encontrado
Vitamina A (RE),mcg,"2,09","5,02","3,45",BRC0123C,Nome não encontrado
Vitamina A (RAE),mcg,"1,05","2,51","1,73",BRC0123C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0123C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,03","0,07","0,05",BRC0123C,Nome não encontrado
Tiamina,mg,"0,07","0,16","0,11",BRC0123C,Nome não encontrado
Riboflavina,mg,"0,01","0,02","0,01",BRC0123C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0123C,Nome não encontrado
Vitamina B6,mg,"0,01","0,02","0,01",BRC0123C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0123C,Nome não encontrado
Vitamina C,mg,"45,3",108,"74,8",BRC0123C,Nome não encontrado
Equivalente de folato,mcg,"37,2","89,2","61,3",BRC0123C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0123C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0123C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0123C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0123C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0123C,Nome não encontrado
