componente,unidade,Valor por 100g,Porção Média (40 g),codigo_alimento,nome_alimento
Energia,kJ,186,74,BRC0393B,Nome não encontrado
Energia,kcal,45,18,BRC0393B,Nome não encontrado
Umidade,g,"90,9","36,4",BRC0393B,Nome não encontrado
Carboidrato total,g,"2,93","1,17",BRC0393B,Nome não encontrado
Carboidrato disponível,g,"0,76","0,30",BRC0393B,Nome não encontrado
Proteína,g,"1,68","0,67",BRC0393B,Nome não encontrado
Lipídios,g,"3,44","1,38",BRC0393B,Nome não encontrado
Fibra alimentar,g,"2,17","0,87",BRC0393B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0393B,Nome não encontrado
Cinzas,g,"1,00","0,40",BRC0393B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0393B,Nome não encontrado
Ácidos graxos saturados,g,"0,55","0,22",BRC0393B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,41","0,96",BRC0393B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,43","0,17",BRC0393B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0393B,Nome não encontrado
Cálcio,mg,"60,1","24,0",BRC0393B,Nome não encontrado
Ferro,mg,"1,40","0,56",BRC0393B,Nome não encontrado
Sódio,mg,"58,2","23,3",BRC0393B,Nome não encontrado
Magnésio,mg,"13,8","5,51",BRC0393B,Nome não encontrado
Fósforo,mg,"35,5","14,2",BRC0393B,Nome não encontrado
Potássio,mg,321,128,BRC0393B,Nome não encontrado
Manganês,mg,"0,30","0,12",BRC0393B,Nome não encontrado
Zinco,mg,"0,33","0,13",BRC0393B,Nome não encontrado
Cobre,mg,"0,05","0,02",BRC0393B,Nome não encontrado
Selênio,mcg,"0,23","0,09",BRC0393B,Nome não encontrado
Vitamina A (RE),mcg,418,167,BRC0393B,Nome não encontrado
Vitamina A (RAE),mcg,209,"83,6",BRC0393B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0393B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,75","0,30",BRC0393B,Nome não encontrado
Tiamina,mg,"0,06","0,02",BRC0393B,Nome não encontrado
Riboflavina,mg,"0,03","0,01",BRC0393B,Nome não encontrado
Niacina,mg,"0,39","0,15",BRC0393B,Nome não encontrado
Vitamina B6,mg,"0,05","0,02",BRC0393B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0393B,Nome não encontrado
Vitamina C,mg,"31,3","12,5",BRC0393B,Nome não encontrado
Equivalente de folato,mcg,"51,1","20,4",BRC0393B,Nome não encontrado
Sal de adição,g,"0,32","0,13",BRC0393B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0393B,Nome não encontrado
Gordura de adição,g,-,-,BRC0393B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0393B,Nome não encontrado
Proteína animal,g,-,-,BRC0393B,Nome não encontrado
