componente,unidade,Valor por 100g,Colher sopa cheia (40 g),codigo_alimento,nome_alimento
Energia,kJ,511,204,BRC0066K,Nome não encontrado
Energia,kcal,121,48,BRC0066K,Nome não encontrado
Umidade,g,"72,9","29,1",BRC0066K,Nome não encontrado
Carboidrato total,g,"20,0","8,01",BRC0066K,Nome não encontrado
Carboidrato disponível,g,"19,9","7,96",BRC0066K,Nome não encontrado
Proteína,g,"3,33","1,33",BRC0066K,Nome não encontrado
Lipídios,g,"3,12","1,25",BRC0066K,Nome não encontrado
Fibra alimentar,g,"0,11","0,04",BRC0066K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0066K,Nome não encontrado
Cinzas,g,"0,68","0,27",BRC0066K,Nome não encontrado
Colesterol,mg,"9,67","3,87",BRC0066K,Nome não encontrado
Ácidos graxos saturados,g,"1,77","0,71",BRC0066K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,77","0,31",BRC0066K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,21","0,08",BRC0066K,Nome não encontrado
Ácidos graxos trans,g,,,BRC0066K,Nome não encontrado
Cálcio,mg,105,"42,1",BRC0066K,Nome não encontrado
Ferro,mg,"0,04","0,02",BRC0066K,Nome não encontrado
Sódio,mg,166,"66,4",BRC0066K,Nome não encontrado
Magnésio,mg,"9,58","3,83",BRC0066K,Nome não encontrado
Fósforo,mg,"78,8","31,5",BRC0066K,Nome não encontrado
Potássio,mg,126,"50,7",BRC0066K,Nome não encontrado
Manganês,mg,"0,01","0,00",BRC0066K,Nome não encontrado
Zinco,mg,166,"66,4",BRC0066K,Nome não encontrado
Cobre,mg,"0,03","0,01",BRC0066K,Nome não encontrado
Selênio,mcg,"3,51","1,40",BRC0066K,Nome não encontrado
Vitamina A (RE),mcg,"44,1","17,6",BRC0066K,Nome não encontrado
Vitamina A (RAE),mcg,"43,5","17,4",BRC0066K,Nome não encontrado
Vitamina D,mcg,"1,18","0,47",BRC0066K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,06","0,03",BRC0066K,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0066K,Nome não encontrado
Riboflavina,mg,"0,16","0,06",BRC0066K,Nome não encontrado
Niacina,mg,"0,08","0,03",BRC0066K,Nome não encontrado
Vitamina B6,mg,"0,03","0,01",BRC0066K,Nome não encontrado
Vitamina B12,mcg,"0,33","0,13",BRC0066K,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0066K,Nome não encontrado
Equivalente de folato,mcg,"4,26","1,70",BRC0066K,Nome não encontrado
Sal de adição,g,,,BRC0066K,Nome não encontrado
Açúcar de adição,g,,,BRC0066K,Nome não encontrado
Gordura de adição,g,,,BRC0066K,Nome não encontrado
Proteína vegetal,g,,,BRC0066K,Nome não encontrado
Proteína animal,g,,,BRC0066K,Nome não encontrado
