componente,unidade,Valor por 100g,Porção Média (70 g),codigo_alimento,nome_alimento
Energia,kJ,175,122,BRC0524B,Nome não encontrado
Energia,kcal,42,29,BRC0524B,Nome não encontrado
Umidade,g,"92,6","64,8",BRC0524B,Nome não encontrado
Carboidrato total,g,"2,65","1,85",BRC0524B,Nome não encontrado
Carboidrato disponível,g,"1,58","1,11",BRC0524B,Nome não encontrado
Proteína,g,"0,79","0,55",BRC0524B,Nome não encontrado
Lipídios,g,"3,42","2,39",BRC0524B,Nome não encontrado
Fibra alimentar,g,"1,07","0,75",BRC0524B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0524B,Nome não encontrado
Cinzas,g,"0,52","0,36",BRC0524B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0524B,Nome não encontrado
Ácidos graxos saturados,g,"0,52","0,37",BRC0524B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,42","1,70",BRC0524B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,40","0,28",BRC0524B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0524B,Nome não encontrado
Cálcio,mg,"18,2","12,8",BRC0524B,Nome não encontrado
Ferro,mg,"0,37","0,26",BRC0524B,Nome não encontrado
Sódio,mg,"53,1","37,2",BRC0524B,Nome não encontrado
Magnésio,mg,"9,49","6,64",BRC0524B,Nome não encontrado
Fósforo,mg,"14,0","9,82",BRC0524B,Nome não encontrado
Potássio,mg,173,121,BRC0524B,Nome não encontrado
Manganês,mg,"0,16","0,11",BRC0524B,Nome não encontrado
Zinco,mg,"0,18","0,13",BRC0524B,Nome não encontrado
Cobre,mg,"0,05","0,03",BRC0524B,Nome não encontrado
Selênio,mcg,"0,13","0,09",BRC0524B,Nome não encontrado
Vitamina A (RE),mcg,"44,8","31,4",BRC0524B,Nome não encontrado
Vitamina A (RAE),mcg,"22,4","15,7",BRC0524B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0524B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,65","0,46",BRC0524B,Nome não encontrado
Tiamina,mg,"0,02","0,01",BRC0524B,Nome não encontrado
Riboflavina,mg,"0,04","0,02",BRC0524B,Nome não encontrado
Niacina,mg,"0,03","0,02",BRC0524B,Nome não encontrado
Vitamina B6,mg,"0,03","0,02",BRC0524B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0524B,Nome não encontrado
Vitamina C,mg,"8,01","5,61",BRC0524B,Nome não encontrado
Equivalente de folato,mcg,"10,8","7,59",BRC0524B,Nome não encontrado
Sal de adição,g,"0,32","0,22",BRC0524B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0524B,Nome não encontrado
Gordura de adição,g,-,-,BRC0524B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0524B,Nome não encontrado
Proteína animal,g,-,-,BRC0524B,Nome não encontrado
