componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (100 g),codigo_alimento,nome_alimento
Energia,kJ,317,316,BRC0011G,Nome não encontrado
Energia,kcal,75,75,BRC0011G,Nome não encontrado
Umidade,g,"83,1","83,1",BRC0011G,Nome não encontrado
Carboidrato total,g,"10,9","10,9",BRC0011G,Nome não encontrado
Carboidrato disponível,g,"10,7","10,7",BRC0011G,Nome não encontrado
Proteína,g,"3,12","3,12",BRC0011G,Nome não encontrado
Lipídios,g,"2,17","2,17",BRC0011G,Nome não encontrado
Fibra alimentar,g,"0,23","0,23",BRC0011G,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0011G,Nome não encontrado
Cinzas,g,"0,68","0,68",BRC0011G,Nome não encontrado
Colesterol,mg,"7,18","7,18",BRC0011G,Nome não encontrado
Ácidos graxos saturados,g,"1,40","1,40",BRC0011G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,65","0,65",BRC0011G,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,10","0,10",BRC0011G,Nome não encontrado
Ácidos graxos trans,g,"0,06","0,06",BRC0011G,Nome não encontrado
Cálcio,mg,128,128,BRC0011G,Nome não encontrado
Ferro,mg,"0,37","0,37",BRC0011G,Nome não encontrado
Sódio,mg,"55,7","55,7",BRC0011G,Nome não encontrado
Magnésio,mg,"9,66","9,66",BRC0011G,Nome não encontrado
Fósforo,mg,"66,6","66,6",BRC0011G,Nome não encontrado
Potássio,mg,133,133,BRC0011G,Nome não encontrado
Manganês,mg,traços,traços,BRC0011G,Nome não encontrado
Zinco,mg,"0,28","0,28",BRC0011G,Nome não encontrado
Cobre,mg,"0,03","0,03",BRC0011G,Nome não encontrado
Selênio,mcg,"1,70","1,70",BRC0011G,Nome não encontrado
Vitamina A (RE),mcg,"24,8","24,8",BRC0011G,Nome não encontrado
Vitamina A (RAE),mcg,"24,5","24,5",BRC0011G,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0011G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,04","0,04",BRC0011G,Nome não encontrado
Tiamina,mg,"0,03","0,03",BRC0011G,Nome não encontrado
Riboflavina,mg,"0,11","0,11",BRC0011G,Nome não encontrado
Niacina,mg,"0,19","0,19",BRC0011G,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0011G,Nome não encontrado
Vitamina B12,mcg,"0,29","0,29",BRC0011G,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0011G,Nome não encontrado
Equivalente de folato,mcg,"6,15","6,15",BRC0011G,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0011G,Nome não encontrado
Açúcar de adição,g,,,BRC0011G,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0011G,Nome não encontrado
Proteína vegetal,g,,,BRC0011G,Nome não encontrado
Proteína animal,g,,,BRC0011G,Nome não encontrado
