componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,1478,369,BRC0087B,Nome não encontrado
Energia,kcal,349,87,BRC0087B,Nome não encontrado
Umidade,g,"9,58","2,40",BRC0087B,Nome não encontrado
Carboidrato total,g,"87,5","21,9",BRC0087B,Nome não encontrado
Carboidrato disponível,g,"81,5","20,4",BRC0087B,Nome não encontrado
Proteína,g,"1,69","0,42",BRC0087B,Nome não encontrado
Lipídios,g,"0,42","0,10",BRC0087B,Nome não encontrado
Fibra alimentar,g,"6,03","1,51",BRC0087B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0087B,Nome não encontrado
Cinzas,g,"0,79","0,20",BRC0087B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0087B,Nome não encontrado
Ácidos graxos saturados,g,"0,15","0,04",BRC0087B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,15","0,04",BRC0087B,Nome não encontrado
Ácidos graxos poliinsaturados,g,traços,traços,BRC0087B,Nome não encontrado
Ácidos graxos trans,g,"0,15","0,04",BRC0087B,Nome não encontrado
Cálcio,mg,"65,0","16,3",BRC0087B,Nome não encontrado
Ferro,mg,"1,10","0,27",BRC0087B,Nome não encontrado
Sódio,mg,"1,03","0,26",BRC0087B,Nome não encontrado
Magnésio,mg,"37,1","9,27",BRC0087B,Nome não encontrado
Fósforo,mg,"41,7","10,4",BRC0087B,Nome não encontrado
Potássio,mg,340,"85,2",BRC0087B,Nome não encontrado
Manganês,mg,"1,44","0,36",BRC0087B,Nome não encontrado
Zinco,mg,"0,42","0,10",BRC0087B,Nome não encontrado
Cobre,mg,"0,08","0,02",BRC0087B,Nome não encontrado
Selênio,mcg,"1,05","0,26",BRC0087B,Nome não encontrado
Vitamina A (RE),mcg,"0,43","0,11",BRC0087B,Nome não encontrado
Vitamina A (RAE),mcg,"0,22","0,05",BRC0087B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0087B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,28","0,07",BRC0087B,Nome não encontrado
Tiamina,mg,"0,14","0,03",BRC0087B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0087B,Nome não encontrado
Niacina,mg,traços,traços,BRC0087B,Nome não encontrado
Vitamina B6,mg,"0,04","0,01",BRC0087B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0087B,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0087B,Nome não encontrado
Equivalente de folato,mcg,"42,4","10,6",BRC0087B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0087B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0087B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0087B,Nome não encontrado
Proteína vegetal,g,"1,69","0,42",BRC0087B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0087B,Nome não encontrado
