componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,2551,BRC0290T,Nome não encontrado
Energia,kcal,615,BRC0290T,Nome não encontrado
Umidade,g,"1,30",BRC0290T,Nome não encontrado
Carboidrato total,g,"21,6",BRC0290T,Nome não encontrado
Carboidrato disponível,g,"15,1",BRC0290T,Nome não encontrado
Proteína,g,"26,5",BRC0290T,Nome não encontrado
Lipídios,g,"48,4",BRC0290T,Nome não encontrado
Fibra alimentar,g,"6,50",BRC0290T,Nome não encontrado
Álcool,g,"0,00",BRC0290T,Nome não encontrado
Cinzas,g,"2,15",BRC0290T,Nome não encontrado
Colesterol,mg,,BRC0290T,Nome não encontrado
Ácidos graxos saturados,g,"9,09",BRC0290T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"18,0",BRC0290T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"16,9",BRC0290T,Nome não encontrado
Ácidos graxos trans,g,,BRC0290T,Nome não encontrado
Cálcio,mg,traços,BRC0290T,Nome não encontrado
Ferro,mg,"3,27",BRC0290T,Nome não encontrado
Sódio,mg,traços,BRC0290T,Nome não encontrado
Magnésio,mg,178,BRC0290T,Nome não encontrado
Fósforo,mg,425,BRC0290T,Nome não encontrado
Potássio,mg,606,BRC0290T,Nome não encontrado
Manganês,mg,"1,42",BRC0290T,Nome não encontrado
Zinco,mg,"3,05",BRC0290T,Nome não encontrado
Cobre,mg,"1,13",BRC0290T,Nome não encontrado
Selênio,mcg,,BRC0290T,Nome não encontrado
Vitamina A (RE),mcg,,BRC0290T,Nome não encontrado
Vitamina A (RAE),mcg,,BRC0290T,Nome não encontrado
Vitamina D,mcg,,BRC0290T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"8,19",BRC0290T,Nome não encontrado
Tiamina,mg,"0,11",BRC0290T,Nome não encontrado
Riboflavina,mg,"0,03",BRC0290T,Nome não encontrado
Niacina,mg,"10,6",BRC0290T,Nome não encontrado
Vitamina B6,mg,"0,80",BRC0290T,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC0290T,Nome não encontrado
Vitamina C,mg,traços,BRC0290T,Nome não encontrado
Equivalente de folato,mcg,253,BRC0290T,Nome não encontrado
Sal de adição,g,"0,00",BRC0290T,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0290T,Nome não encontrado
Gordura de adição,g,-,BRC0290T,Nome não encontrado
Proteína vegetal,g,-,BRC0290T,Nome não encontrado
Proteína animal,g,-,BRC0290T,Nome não encontrado
