componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (90 g),codigo_alimento,nome_alimento
Energia,kJ,213,191,BRC0915B,Nome não encontrado
Energia,kcal,51,45,BRC0915B,Nome não encontrado
Umidade,g,"83,8","75,4",BRC0915B,Nome não encontrado
Carboidrato total,g,"11,9","10,7",BRC0915B,Nome não encontrado
Carboidrato disponível,g,"6,23","5,61",BRC0915B,Nome não encontrado
Proteína,g,"2,88","2,59",BRC0915B,Nome não encontrado
Lipídios,g,"0,34","0,31",BRC0915B,Nome não encontrado
Fibra alimentar,g,"5,68","5,11",BRC0915B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0915B,Nome não encontrado
Cinzas,g,"1,06","0,95",BRC0915B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0915B,Nome não encontrado
Ácidos graxos saturados,g,"0,08","0,07",BRC0915B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,01",BRC0915B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,15","0,13",BRC0915B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0915B,Nome não encontrado
Cálcio,mg,"21,0","18,9",BRC0915B,Nome não encontrado
Ferro,mg,"0,61","0,55",BRC0915B,Nome não encontrado
Sódio,mg,187,168,BRC0915B,Nome não encontrado
Magnésio,mg,"41,9","37,7",BRC0915B,Nome não encontrado
Fósforo,mg,"72,8","65,5",BRC0915B,Nome não encontrado
Potássio,mg,285,256,BRC0915B,Nome não encontrado
Manganês,mg,"0,23","0,21",BRC0915B,Nome não encontrado
Zinco,mg,"0,60","0,54",BRC0915B,Nome não encontrado
Cobre,mg,"0,13","0,12",BRC0915B,Nome não encontrado
Selênio,mcg,"0,00","0,00",BRC0915B,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0915B,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0915B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0915B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,19","0,17",BRC0915B,Nome não encontrado
Tiamina,mg,"0,05","0,05",BRC0915B,Nome não encontrado
Riboflavina,mg,"0,09","0,08",BRC0915B,Nome não encontrado
Niacina,mg,"1,11","1,00",BRC0915B,Nome não encontrado
Vitamina B6,mg,"0,08","0,07",BRC0915B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0915B,Nome não encontrado
Vitamina C,mg,"7,38","6,64",BRC0915B,Nome não encontrado
Equivalente de folato,mcg,"88,7","79,8",BRC0915B,Nome não encontrado
Sal de adição,g,"0,32","0,29",BRC0915B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0915B,Nome não encontrado
Gordura de adição,g,-,-,BRC0915B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0915B,Nome não encontrado
Proteína animal,g,-,-,BRC0915B,Nome não encontrado
