componente,unidade,Valor por 100g,Porção Média (90 g),codigo_alimento,nome_alimento
Energia,kJ,402,362,BRC0173T,Nome não encontrado
Energia,kcal,96,86,BRC0173T,Nome não encontrado
Umidade,g,"76,0","68,4",BRC0173T,Nome não encontrado
Carboidrato total,g,"15,2","13,6",BRC0173T,Nome não encontrado
Carboidrato disponível,g,"9,78","8,80",BRC0173T,Nome não encontrado
Proteína,g,"4,62","4,16",BRC0173T,Nome não encontrado
Lipídios,g,"3,10","2,79",BRC0173T,Nome não encontrado
Fibra alimentar,g,"5,38","4,84",BRC0173T,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0173T,Nome não encontrado
Cinzas,g,"1,18","1,06",BRC0173T,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0173T,Nome não encontrado
Ácidos graxos saturados,g,"0,53","0,48",BRC0173T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,92","1,72",BRC0173T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,49","0,44",BRC0173T,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0173T,Nome não encontrado
Cálcio,mg,"34,8","31,3",BRC0173T,Nome não encontrado
Ferro,mg,"1,23","1,11",BRC0173T,Nome não encontrado
Sódio,mg,124,112,BRC0173T,Nome não encontrado
Magnésio,mg,"34,6","31,2",BRC0173T,Nome não encontrado
Fósforo,mg,"84,4","76,0",BRC0173T,Nome não encontrado
Potássio,mg,289,260,BRC0173T,Nome não encontrado
Manganês,mg,"0,43","0,38",BRC0173T,Nome não encontrado
Zinco,mg,"0,80","0,72",BRC0173T,Nome não encontrado
Cobre,mg,"0,13","0,12",BRC0173T,Nome não encontrado
Selênio,mcg,"1,81","1,63",BRC0173T,Nome não encontrado
Vitamina A (RE),mcg,"84,1","75,7",BRC0173T,Nome não encontrado
Vitamina A (RAE),mcg,"42,1","37,8",BRC0173T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0173T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,72","0,65",BRC0173T,Nome não encontrado
Tiamina,mg,"0,06","0,06",BRC0173T,Nome não encontrado
Riboflavina,mg,"0,02","0,02",BRC0173T,Nome não encontrado
Niacina,mg,"0,05","0,04",BRC0173T,Nome não encontrado
Vitamina B6,mg,"0,11","0,10",BRC0173T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0173T,Nome não encontrado
Vitamina C,mg,"9,09","8,18",BRC0173T,Nome não encontrado
Equivalente de folato,mcg,"76,3","68,7",BRC0173T,Nome não encontrado
Sal de adição,g,"0,32","0,29",BRC0173T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0173T,Nome não encontrado
Gordura de adição,g,-,-,BRC0173T,Nome não encontrado
Proteína vegetal,g,-,-,BRC0173T,Nome não encontrado
Proteína animal,g,-,-,BRC0173T,Nome não encontrado
