componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,188,103,BRC0307N,Nome não encontrado
Energia,kcal,45,24,BRC0307N,Nome não encontrado
Umidade,g,"86,3","47,5",BRC0307N,Nome não encontrado
Carboidrato total,g,"9,89","5,44",BRC0307N,Nome não encontrado
Carboidrato disponível,g,"5,04","2,77",BRC0307N,Nome não encontrado
Proteína,g,"2,88","1,58",BRC0307N,Nome não encontrado
Lipídios,g,"0,39","0,21",BRC0307N,Nome não encontrado
Fibra alimentar,g,"4,85","2,67",BRC0307N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0307N,Nome não encontrado
Cinzas,g,"0,56","0,31",BRC0307N,Nome não encontrado
Colesterol,mg,"0,74","0,41",BRC0307N,Nome não encontrado
Ácidos graxos saturados,g,"0,07","0,04",BRC0307N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,08","0,04",BRC0307N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,19","0,10",BRC0307N,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0307N,Nome não encontrado
Cálcio,mg,"18,5","10,2",BRC0307N,Nome não encontrado
Ferro,mg,"0,82","0,45",BRC0307N,Nome não encontrado
Sódio,mg,"2,25","1,24",BRC0307N,Nome não encontrado
Magnésio,mg,"23,1","12,7",BRC0307N,Nome não encontrado
Fósforo,mg,"54,5","30,0",BRC0307N,Nome não encontrado
Potássio,mg,200,110,BRC0307N,Nome não encontrado
Manganês,mg,"0,22","0,12",BRC0307N,Nome não encontrado
Zinco,mg,"1,00","0,55",BRC0307N,Nome não encontrado
Cobre,mg,"0,30","0,16",BRC0307N,Nome não encontrado
Selênio,mcg,"1,62","0,89",BRC0307N,Nome não encontrado
Vitamina A (RE),mcg,131,"72,3",BRC0307N,Nome não encontrado
Vitamina A (RAE),mcg,"66,0","36,3",BRC0307N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0307N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,87","0,48",BRC0307N,Nome não encontrado
Tiamina,mg,"0,05","0,03",BRC0307N,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0307N,Nome não encontrado
Niacina,mg,"0,24","0,13",BRC0307N,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0307N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0307N,Nome não encontrado
Vitamina C,mg,"1,22","0,67",BRC0307N,Nome não encontrado
Equivalente de folato,mcg,"45,9","25,3",BRC0307N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0307N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0307N,Nome não encontrado
Gordura de adição,g,-,-,BRC0307N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0307N,Nome não encontrado
Proteína animal,g,-,-,BRC0307N,Nome não encontrado
